time_s,x,y,heading,lap_progress,lap_distance,speed,speed_kmh,throttle,brake,steer,setup,aero_mode,drag_force,downforce,front_downforce,rear_downforce,battery_energy,battery_charge,deployment_power,recovery_power,steering_angle,yaw_rate,ax,ay,longitudinal_acceleration,lateral_acceleration,front_slip_angle,rear_slip_angle,front_grip_usage,rear_grip_usage,tire_grip_usage,front_load,rear_load,tire_temperature,tire_wear,tire_condition_grip,lateral_load_transfer,handling_balance,on_track,ai_target_speed,ai_path_error,ai_heading_error,ai_decision
0.016666666666666666,1049.9831202181817,359.9166666666667,-1.5715079108772287,6.347904082559801e-05,0.12065229943034828,5.101542641519332,1.8365553509469597,1.0,0.0,-0.6548191222615612,balanced,corner,0.0,0.0,0.0,0.0,2800000.0,0.7,0.0,0.0,-0.047474386363963186,-0.042695044939930274,-60.767214545872854,-300.0,300.0,-60.767214545872875,0.047474386363963186,0.0,0.16147750463933055,0.4969520275642725,0.4969520275642725,0.384,0.616,70.04418233358301,3.0870164712530176e-06,0.9999980860497878,0.013368787200092033,understeer,True,83.56143694850962,0.7778655853092005,-0.49111434169617096,throttle
0.03333333333333333,1049.9936587377783,359.7549965431837,-1.5710024850312998,0.00018662614042798322,0.35471350360050335,9.720794267969788,3.4994859364691235,1.0,0.0,-0.6578998665098824,balanced,corner,0.2273152962155094,0.7659537155087817,0.34467917197895176,0.4212745435298299,2800000.0,0.7,0.0,0.0,-0.08923782839043426,0.030325550755730592,98.705885093558,-282.0124445385799,281.9421356090759,98.90653565322033,-0.07865902692134116,0.0012876947870263478,0.26754515188793276,0.49695735098208127,0.49695735098208127,0.384,0.616,70.0889193466066,6.174099079942111e-06,0.9999961720585704,0.021759437843708474,understeer,True,83.62155398238832,0.7802509189035721,-0.4934248998824118,throttle
0.05,1049.922110877668,359.5150703807644,-1.574220851474061,0.0003694487387015789,0.7021977532466517,15.022022996873169,5.407928278874341,1.0,0.0,-0.6636319973701795,balanced,corner,0.8253328325027969,2.781012805172468,1.2514557623276106,1.5295570428448573,2800000.0,0.7,0.0,0.0,-0.126196419650968,-0.19310198656566535,-295.51096694463115,-281.72174017087946,281.78265620347247,-295.45288140814444,0.2392229888995791,-0.007791698828490478,0.8136528430606044,0.4972572414359469,0.8136528430606044,0.384,0.616,70.17981387424531,1.4449485942699667e-05,0.9999910413187155,0.06499963390979178,understeer,True,83.7380550855768,0.7415439988528094,-0.4977239980276347,throttle
0.06666666666666667,1049.9444414951395,359.19662269623154,-1.572516081759331,0.0006120262037948247,1.163255900515994,19.153780392904892,6.8953609414457615,1.0,0.0,-0.6646184295561284,balanced,corner,1.970981117032663,6.64134941608832,2.9886072372397443,3.652742178848576,2800000.0,0.7,0.0,0.0,-0.1586067033374163,0.102286182883796,337.9625192944213,-282.67747960888425,281.51846335308477,338.9285717038048,-0.3935609822302585,0.027119933223371428,1.0,0.5007706422502525,1.0,0.384,0.616,70.29637514691325,2.694948594269967e-05,0.9999832913187156,0.10259316086942523,understeer,True,83.91070908737146,0.7711177900208623,-0.4984638221670963,throttle
0.08333333333333333,1049.8837801256057,358.8002184880354,-1.5761742503719876,0.0009141432526059384,1.7374787646628742,24.061129501867978,8.662006620672472,1.0,0.0,-0.6736760182946148,balanced,corner,3.2043107441941454,10.797134029349836,4.8587103132074265,5.93842371614241,2800000.0,0.7,0.0,0.0,-0.18762237674659885,-0.21949011675939303,-298.77115321924134,-280.6434851878632,281.15688309910075,-298.2880736139887,0.3853529552053768,-0.05658443742890904,1.0,0.5134557154139161,1.0,0.384,0.616,70.41185520679755,3.944948594269967e-05,0.9999755413187156,0.09133635698241732,understeer,True,84.13923542844648,0.6930588604963482,-0.5052570137209611,throttle
0.09999999999999999,1049.8443137756083,358.3257296933671,-1.5764528397893018,0.0012757775639637163,2.4248239206506716,28.56763820430842,10.28434975355103,1.0,0.0,-0.6758501416206677,balanced,corner,5.056588815166276,17.03850579023419,7.667327605605386,9.371178184628803,2800000.0,0.7,0.0,0.0,-0.21316871492077238,-0.01671536503885322,76.30207033089607,-281.10451129949143,280.69010152323256,77.81271821870982,-0.14018334970814506,0.07363910826646076,0.47670406538356486,0.5246000483484183,0.5246000483484183,0.384,0.616,70.45884127663213,4.2889551076789204e-05,0.9999734084783324,0.01711879800811616,understeer,True,84.4229575210929,0.6839799329380544,-0.5068876062155008,throttle
0.11666666666666665,1049.7772070232045,357.7735832403463,-1.5799176502468582,0.0016967576337046672,3.224965396766235,33.37257075033224,12.014125470119605,1.0,0.0,-0.6834953928012281,balanced,corner,7.128108353254279,24.018625972922028,10.808381687814913,13.210244285107114,2800000.0,0.7,0.0,0.0,-0.23607604153376488,-0.20788862745337705,-99.50544866277663,-279.56757006922487,280.1259484015534,-97.92248761199703,0.14476228743340505,-0.06331394224837784,0.49222466722131525,0.5174714698091734,0.5174714698091734,0.384,0.616,70.50508600600348,4.623676010262003e-05,0.9999713332087363,0.021542947274639346,understeer,True,84.7612610587483,0.6401690905981816,-0.512621544600921,throttle
0.13333333333333333,1049.694956260184,357.14394435943467,-1.5826748697231416,0.0021769906373242977,4.137726764856824,38.099305901067865,13.715750124384432,1.0,0.0,-0.6876215153401031,balanced,corner,9.727582963215744,32.777725202140005,14.749976340963002,18.027748861177002,2800000.0,0.7,0.0,0.0,-0.2564190962042017,-0.16543316857700524,-54.51843822028795,-278.9727404069031,279.45840883843334,-51.971604993570644,-0.0005093992650248014,0.038133069603479994,0.0017318496010682663,0.5043652828342421,0.5043652828342421,0.384,0.616,70.54859555005798,4.9416564334225844e-05,0.9999693617301127,0.011433753098585542,oversteer,True,85.15327067707251,0.6104777060544371,-0.5157161365050773,throttle
0.15,1049.5975474697734,356.4370656439088,-1.5864061217687024,0.0027163510940985897,5.162869528283389,42.8135208466434,15.412867504791624,1.0,0.0,-0.6933571880889758,balanced,corner,12.678262689267763,42.72023297470659,19.224104838617965,23.496128136088625,2800000.0,0.7,0.0,0.0,-0.27463510531512725,-0.2238751227336543,-54.568898603953066,-278.0634046113663,278.69197126039734,-51.26213840552104,0.05473903894962634,-0.013625964818841065,0.18607379565222062,0.4976997703294723,0.4976997703294723,0.384,0.616,70.59106195089359,5.251287760155096e-05,0.999967442015887,0.011277670449214629,understeer,True,85.59806183372895,0.5830902353916856,-0.5200178910667319,throttle
0.16666666666666666,1049.4803166869806,355.653313119545,-1.5906867170617687,0.003314668712732816,6.300070020588238,47.5482899079572,17.11738436686459,1.0,0.0,-0.6984995008787843,balanced,corner,16.009859002067476,53.94626402870562,24.275818812917528,29.670445215788092,2800000.0,0.7,0.0,0.0,-0.2909469309644482,-0.25683571758397944,-71.35917257663867,-276.74571181649384,277.82585259980004,-67.03071047538252,0.04751697239293795,0.004499265081465174,0.16149706690885163,0.4967686718610628,0.4967686718610628,0.384,0.616,70.6335590885307,5.559761651833351e-05,0.9999655294777586,0.014746756304584155,understeer,True,86.09455475931232,0.5590834495682475,-0.5238746256590883,throttle
