z0,z1,phase
-0.289652,3.791737,cornering
-0.486344,3.779324,cornering
-0.620975,3.740491,cornering
-0.715805,3.685378,cornering
-0.969854,3.707103,cornering
-1.016061,3.626810,cornering
-1.086710,3.561436,cornering
-1.179569,3.509200,cornering
-1.204724,3.418324,cornering
-1.319421,3.380173,cornering
-1.962726,3.653330,cornering
-2.079261,3.615476,cornering
-2.086261,3.508955,cornering
-2.085308,3.391538,cornering
-2.078378,3.272815,cornering
-2.049180,3.139389,cornering
-1.991609,2.985698,cornering
-2.110544,2.970974,cornering
-2.073178,2.835317,cornering
-2.080101,2.723205,cornering
-2.156265,2.667988,cornering
-2.001555,2.421588,cornering
-2.005629,2.309739,deploy
-2.054923,2.232545,deploy
-2.046536,2.103989,deploy
-2.031661,1.964602,deploy
-2.022891,1.822493,deploy
-1.983316,1.654103,deploy
-1.829048,1.364120,deploy
-1.845799,1.248287,deploy
-3.755031,0.358585,deploy
-3.748684,0.160483,deploy
-3.743303,-0.005506,deploy
-3.738022,-0.175025,deploy
-3.682917,-0.434196,deploy
-3.561869,-0.835145,deploy
-3.558245,-0.975830,deploy
-3.551842,-1.121596,deploy
-3.565961,-1.209923,deploy
-3.537764,-1.378771,deploy
-3.523818,-1.517741,deploy
-3.424457,-1.817936,deploy
-3.408761,-1.929944,deploy
-3.296871,-2.201001,deploy
-3.283100,-2.288693,deploy
-3.268178,-2.381939,deploy
-3.178287,-2.577953,deploy
-3.130504,-2.704442,deploy
-3.089258,-2.810490,deploy
-3.070101,-2.873349,deploy
-3.142585,-2.821313,deploy
-2.960482,-3.085612,deploy
-2.964379,-3.109722,deploy
-2.930480,-3.181621,deploy
-2.913186,-3.229500,deploy
-2.950081,-3.209905,deploy
-2.733735,-3.469164,deploy
-2.884780,-3.323722,deploy
-2.812879,-3.415555,deploy
-2.759491,-3.484552,deploy
-2.695846,-3.560384,deploy
-2.719482,-3.548143,deploy
-2.774770,-3.503456,deploy
-2.712031,-3.575883,deploy
-2.704372,-3.590529,deploy
-2.805737,-3.494920,deploy
-2.711784,-3.602926,deploy
-2.873902,-3.441296,deploy
-2.746298,-3.579465,deploy
-2.822824,-3.506654,deploy
-2.823059,-3.512022,deploy
-2.831941,-3.505279,deploy
-2.735014,-3.606499,deploy
-2.870461,-3.467966,deploy
-2.748314,-3.595178,deploy
-2.841592,-3.499500,deploy
-2.901277,-3.437485,deploy
-2.788160,-3.556939,deploy
-2.764057,-3.578146,deploy
-2.823697,-3.515894,deploy
-2.825609,-3.510289,deploy
-2.769759,-3.561646,deploy
-2.831717,-3.497698,deploy
-2.844093,-3.480211,deploy
-2.866662,-3.454531,deploy
-2.952994,-3.360883,deploy
-2.992013,-3.320814,deploy
-2.997710,-3.317205,deploy
-2.978153,-3.345364,deploy
-2.969062,-3.358690,deploy
-3.080372,-3.236993,deploy
-2.985294,-3.349792,deploy
-2.970273,-3.368443,deploy
-3.066236,-3.257913,deploy
-2.877938,-3.472378,deploy
-3.083564,-3.245222,deploy
-3.121252,-3.207980,deploy
-3.129456,-3.200298,deploy
-3.120541,-3.222650,deploy
-3.150377,-3.199304,deploy
-3.075994,-3.302759,deploy
-3.162402,-3.200351,deploy
-3.069413,-3.328266,deploy
-3.072639,-3.340647,deploy
-3.217135,-3.172146,deploy
-3.116166,-3.326588,deploy
-3.033829,-3.441765,deploy
-3.067743,-3.410825,deploy
-3.035239,-3.463823,deploy
-3.000160,-3.512186,deploy
-3.094450,-3.406554,deploy
-3.068106,-3.451067,deploy
-3.051268,-3.484031,deploy
-3.014077,-3.540852,deploy
-2.999163,-3.571913,deploy
-3.032984,-3.542408,deploy
-3.029361,-3.556361,deploy
-2.990085,-3.613668,deploy
-3.104611,-3.485854,deploy
-3.016204,-3.605325,deploy
-2.991449,-3.649781,deploy
-2.995864,-3.651239,deploy
-2.964039,-3.697601,deploy
-2.981275,-3.689633,deploy
-2.863380,-3.834270,deploy
-2.933893,-3.765431,deploy
-2.838940,-3.873255,deploy
-2.859940,-3.850724,deploy
-2.843499,-3.868574,deploy
-2.779947,-3.938866,deploy
-2.690022,-4.033587,deploy
-2.748988,-3.967751,deploy
-2.642049,-4.078722,deploy
-2.569458,-4.149918,deploy
-2.511934,-4.199761,deploy
0.283108,-3.505956,deploy
0.291924,-3.489555,deploy
0.445284,-3.605067,deploy
0.468121,-3.595109,deploy
0.551638,-3.644700,deploy
0.616186,-3.671738,deploy
0.791049,-3.789082,deploy
0.651824,-3.634684,deploy
0.940206,-3.843994,deploy
0.954461,-3.819886,deploy
1.892266,-4.456954,coast
1.815694,-4.335404,coast
1.982767,-4.392939,coast
1.993190,-4.334037,coast
2.057348,-4.309281,coast
2.112284,-4.280244,coast
2.170971,-4.252919,coast
2.235536,-4.226999,coast
2.370309,-4.254984,coast
2.428013,-4.230764,coast
2.484627,-4.201694,coast
2.586380,-4.204907,coast
2.575922,-4.119130,coast
2.624161,-4.078281,coast
2.751334,-4.101376,coast
2.792772,-4.054504,coast
2.870071,-4.035706,coast
3.045790,-4.106494,coast
3.051336,-4.020454,coast
3.053168,-3.922724,coast
2.978489,-3.742062,coast
2.529178,1.812327,cornering
1.666519,5.971975,cornering
1.688234,6.034391,cornering
1.207583,7.705543,cornering
0.449787,7.594463,cornering
0.140435,7.714906,cornering
1.768735,6.688313,cornering
1.768080,6.947758,cornering
1.766442,6.869255,cornering
1.752000,6.926278,cornering
1.742313,6.933051,cornering
1.700838,7.060872,cornering
1.664771,7.112254,cornering
1.624039,7.156803,cornering
1.581527,7.187249,cornering
1.551793,7.187062,cornering
1.467558,7.277741,cornering
1.404260,7.305953,cornering
1.341911,7.321168,cornering
1.249843,7.357096,cornering
1.162699,7.370034,cornering
1.069237,7.375391,cornering
0.963124,7.385951,cornering
0.878615,7.364682,cornering
0.718396,7.393435,cornering
0.585515,7.382568,cornering
0.447758,7.364248,cornering
0.292827,7.347613,cornering
0.158254,7.311227,cornering
0.009280,7.275330,cornering
-0.206140,7.262162,cornering
-0.374550,7.219955,cornering
-0.522301,7.164923,cornering
-0.630980,7.091133,cornering
-0.919041,7.080784,cornering
-1.021029,6.997359,cornering
-1.190963,6.936811,cornering
-1.327217,6.862798,cornering
-1.557557,6.819281,cornering
-1.645473,6.726861,cornering
-1.950796,6.704162,cornering
-2.113615,6.632701,cornering
-2.149938,6.521698,cornering
-2.324427,6.456293,cornering
-2.552616,6.408546,cornering
-2.719756,6.339978,cornering
-2.849572,6.259368,cornering
-3.000654,6.185256,cornering
-3.113415,6.099894,cornering
-3.321028,6.047008,cornering
-3.340806,5.928198,cornering
-3.520666,5.871389,cornering
-3.604698,5.775473,cornering
-3.685002,5.684905,cornering
-3.756485,5.590302,cornering
-3.820510,5.492453,cornering
-3.895607,5.396895,cornering
-4.465460,5.547545,cornering
-4.524334,5.443714,cornering
-4.598188,5.348686,cornering
-4.692666,5.258831,cornering
-4.697453,5.115719,deploy
-4.753680,5.011477,deploy
-4.771272,4.882903,deploy
-4.782343,4.741171,deploy
-4.737007,4.560540,deploy
-4.880857,4.540151,deploy
-4.857446,4.379287,deploy
-4.857608,4.234240,deploy
-4.830442,4.058928,deploy
-4.908551,3.994802,deploy
-4.876311,3.836898,deploy
-7.029685,2.648960,deploy
-7.023883,2.426189,deploy
-7.081336,2.383163,deploy
-7.068544,2.179541,deploy
-7.090289,2.072272,deploy
-7.088645,1.927678,deploy
-7.104869,1.827747,deploy
-7.015805,1.550085,deploy
-7.032656,1.472481,deploy
-7.017831,1.347478,deploy
-6.975121,1.197911,deploy
-7.014302,1.180785,deploy
-6.923730,0.983457,deploy
-6.960536,0.967787,deploy
-6.914320,0.857316,deploy
-6.862103,0.751376,deploy
-6.889131,0.744565,deploy
-6.828465,0.631252,deploy
-6.727618,0.494653,deploy
-6.716981,0.452692,deploy
-6.623925,0.345835,deploy
-6.712986,0.398943,deploy
-6.617412,0.295638,deploy
-6.666871,0.321991,deploy
-6.587033,0.244688,deploy
-6.672666,0.301184,deploy
-6.609101,0.233884,deploy
-6.538248,0.165607,deploy
-6.545841,0.173568,deploy
-6.503776,0.135047,deploy
-6.661403,0.257706,deploy
-6.478614,0.097245,deploy
-6.503459,0.105191,deploy
-6.507279,0.102035,deploy
-6.403485,0.011669,deploy
-6.476694,0.056221,deploy
-6.415876,0.000808,deploy
-6.470637,0.040913,deploy
-6.307493,-0.083904,deploy
-6.481213,0.045555,deploy
-6.434553,-0.002259,deploy
-6.405580,-0.024991,deploy
-6.346508,-0.072699,deploy
-6.367808,-0.052432,deploy
-6.265619,-0.128950,deploy
-6.314549,-0.088304,deploy
-6.335248,-0.077050,deploy
-6.373673,-0.050265,deploy
-6.361510,-0.054403,deploy
-6.336073,-0.075988,deploy
-6.288563,-0.106614,deploy
-6.282592,-0.109533,deploy
-6.265447,-0.119058,deploy
-6.210280,-0.158940,deploy
-6.264523,-0.121999,deploy
-6.259116,-0.122082,deploy
-6.153217,-0.194021,deploy
-6.185131,-0.167827,deploy
-6.138944,-0.196752,deploy
-6.149692,-0.179438,deploy
-6.191483,-0.149554,deploy
-6.188485,-0.148231,deploy
-6.144172,-0.170660,deploy
-6.221514,-0.110175,deploy
-6.166865,-0.144576,deploy
-6.160089,-0.145062,deploy
-6.057687,-0.214292,deploy
-6.015753,-0.237768,deploy
-6.038937,-0.213578,deploy
-5.944735,-0.272392,deploy
-5.995043,-0.228953,deploy
-5.992070,-0.220610,deploy
-6.076696,-0.154956,deploy
-5.935886,-0.253199,deploy
-5.887735,-0.278574,deploy
-5.934190,-0.237129,deploy
-5.898942,-0.254482,deploy
-5.887700,-0.256645,deploy
-5.841575,-0.282989,deploy
-5.760353,-0.336030,deploy
-5.716051,-0.357826,deploy
-5.810168,-0.278329,deploy
-5.677877,-0.359675,deploy
-5.793631,-0.259067,deploy
-5.742051,-0.290004,deploy
-5.596289,-0.390419,deploy
-5.688829,-0.310190,deploy
-5.508425,-0.437009,deploy
-5.608178,-0.350850,deploy
-5.604389,-0.341603,deploy
-5.597863,-0.334063,deploy
-5.625758,-0.297507,deploy
-5.496397,-0.386320,deploy
-5.536814,-0.341743,deploy
-5.478024,-0.385012,deploy
-5.409794,-0.432405,deploy
-5.536859,-0.320117,deploy
-5.453741,-0.377099,deploy
-5.353217,-0.445936,deploy
-5.287205,-0.479937,deploy
-5.158602,-0.566274,deploy
-5.226918,-0.493549,deploy
-5.077332,-0.602380,deploy
-4.957497,-0.679767,deploy
-4.945278,-0.671932,deploy
-1.778149,-0.075425,deploy
-1.882642,0.047151,deploy
-1.658090,-0.120861,deploy
-1.549306,-0.186030,deploy
-1.501355,-0.194780,deploy
-1.282464,-0.354621,deploy
-1.234871,-0.365309,deploy
-1.116436,-0.440111,deploy
-1.028899,-0.478189,deploy
-1.069386,-0.406400,deploy
-0.813745,-0.591873,coast
-0.242306,-1.023760,coast
-0.070839,-1.116710,coast
-0.105513,-1.028870,coast
0.046367,-1.109152,coast
0.016065,-1.021172,coast
0.165910,-1.097439,coast
0.148528,-1.019277,coast
0.176725,-0.982735,coast
0.229390,-0.968539,coast
0.395076,-1.068696,coast
0.488072,-1.100722,coast
0.635887,-1.192035,coast
0.643168,-1.137017,coast
0.701170,-1.129473,coast
0.776347,-1.139374,coast
0.844045,-1.141432,coast
0.904392,-1.134582,coast
0.963202,-1.127589,coast
0.987886,-1.073557,coast
1.046883,-1.059388,coast
1.085920,-1.016513,coast
1.082995,-0.918600,braking
1.024105,-0.740497,braking
1.124966,-0.758811,braking
1.143624,-0.667562,braking
1.220638,-0.661186,braking
1.282737,-0.642605,braking
1.411262,-0.706710,coast
1.554382,-0.811733,coast
1.603333,-0.778568,coast
1.660058,-0.761677,coast
1.787748,-0.874344,coast
1.828677,-0.854632,coast
1.863282,-0.832541,coast
1.907463,-0.825205,coast
1.935944,-0.791894,coast
1.968393,-0.765118,coast
2.001255,-0.740265,coast
2.030645,-0.706390,coast
2.017793,-0.591798,cornering
2.047898,-0.555753,cornering
2.105126,-0.573731,cornering
2.111680,-0.492425,cornering
2.187758,-0.549182,cornering
2.181563,-0.440669,cornering
2.187301,-0.347527,cornering
2.220994,-0.310132,cornering
2.217572,-0.188431,cornering
2.194059,-0.004314,cornering
2.214200,0.088471,cornering
2.236961,0.175466,cornering
2.294495,0.186911,cornering
2.290393,0.347211,cornering
2.303217,0.481579,cornering
2.345158,0.542889,cornering
2.359164,0.683823,cornering
2.356368,0.884450,cornering
2.407051,0.937328,cornering
2.406627,1.151603,cornering
2.441422,1.264287,cornering
2.455269,1.461496,cornering
2.502259,1.556310,cornering
2.565253,1.590758,cornering
2.596831,1.731254,cornering
2.595845,1.984028,cornering
2.647710,2.075277,cornering
2.624727,2.397138,cornering
2.684994,2.459474,cornering
2.681599,2.721596,cornering
2.701358,2.919312,cornering
2.672562,3.241384,cornering
2.718773,3.344141,cornering
2.738235,3.508608,cornering
2.737046,3.706390,cornering
2.758289,3.843080,cornering
2.794268,3.924560,cornering
2.743200,4.180918,cornering
2.793064,4.220297,cornering
2.823632,4.293106,cornering
2.841653,4.370502,cornering
2.870920,4.419205,cornering
2.897588,4.467827,cornering
2.874465,4.579964,cornering
2.842883,4.686090,cornering
2.811122,4.776298,cornering
2.697244,4.959922,cornering
2.612159,5.079592,cornering
2.434318,5.270216,cornering
2.311982,5.376973,cornering
2.259534,5.408484,cornering
2.118445,5.501158,cornering
1.923577,5.613866,cornering
1.731943,5.699347,cornering
1.465991,5.805589,cornering
1.306000,5.837968,cornering
1.160177,5.854561,cornering
0.930494,5.898794,cornering
0.848421,5.871979,cornering
0.525177,5.933894,cornering
0.318807,5.941657,cornering
0.077755,5.953037,cornering
-0.045823,5.920557,cornering
-0.341274,5.941021,cornering
-0.669087,5.962240,cornering
-0.909146,5.950722,cornering
-1.042070,5.907578,cornering
-1.158953,5.859348,cornering
-1.314461,5.818482,cornering
-1.626997,5.825161,cornering
-1.817079,5.792478,cornering
-1.988661,5.755028,cornering
-2.123194,5.704943,cornering
-2.388488,5.695942,cornering
-2.433882,5.611959,cornering
-2.547592,5.556313,cornering
-2.630158,5.486449,cornering
-2.630901,5.378762,cornering
-3.296668,5.540159,cornering
-3.314157,5.434025,cornering
-3.399657,5.355764,cornering
-3.419215,5.248646,cornering
-3.409724,5.129508,cornering
-3.499559,5.060956,cornering
-3.567103,4.980742,cornering
-3.639914,4.905403,cornering
-3.598488,4.761548,cornering
-3.723990,4.722999,cornering
-3.663011,4.558247,cornering
-3.766148,4.510531,cornering
-3.693741,4.337976,deploy
-3.762194,4.265098,deploy
-3.783615,4.156560,deploy
-3.757417,4.008525,deploy
-3.704405,3.836155,deploy
-3.736792,3.735521,deploy
-3.668518,3.540618,deploy
-3.603913,3.341746,deploy
-5.726863,2.536526,deploy
-5.695588,2.252560,deploy
-5.729483,2.135202,deploy
-5.709378,1.906127,deploy
-5.690055,1.683838,deploy
-5.697582,1.541203,deploy
-5.572381,1.164640,deploy
-5.648375,1.191952,deploy
-5.567417,0.941594,deploy
-5.551296,0.826376,deploy
-5.424576,0.540099,deploy
-5.360354,0.366875,deploy
-5.297889,0.208803,deploy
-5.296686,0.134410,deploy
-5.205870,-0.041313,deploy
-5.185035,-0.124515,deploy
-5.104548,-0.265260,deploy
-5.052135,-0.370130,deploy
-4.948555,-0.516710,deploy
-4.805082,-0.685255,deploy
-4.965365,-0.566438,deploy
-4.834861,-0.722147,deploy
-4.696835,-0.873176,deploy
-4.684901,-0.903641,deploy
-4.677729,-0.930107,deploy
-4.703316,-0.927565,deploy
-4.447695,-1.140633,deploy
-4.597610,-1.032724,deploy
-4.558331,-1.074411,deploy
-4.511518,-1.120786,deploy
-4.409470,-1.202022,deploy
-4.478774,-1.151842,deploy
-4.417572,-1.204598,deploy
-4.506881,-1.141969,deploy
-4.567095,-1.102698,deploy
-4.512317,-1.148578,deploy
-4.524077,-1.140166,deploy
-4.401385,-1.232763,deploy
-4.416107,-1.221631,deploy
-4.640970,-1.051336,deploy
-4.565929,-1.111608,deploy
-4.403090,-1.233417,deploy
-4.493575,-1.163236,deploy
-4.499393,-1.156135,deploy
-4.632378,-1.054353,deploy
-4.479375,-1.171870,deploy
-4.494856,-1.156682,deploy
-4.467367,-1.172581,deploy
-4.509962,-1.135591,deploy
-4.499500,-1.137771,deploy
-4.567303,-1.080299,deploy
-4.774067,-0.910165,deploy
-4.587385,-1.059899,deploy
-4.685630,-0.978336,deploy
-4.718931,-0.950770,deploy
-4.770650,-0.905062,deploy
-4.843120,-0.844322,deploy
-4.682971,-0.983176,deploy
-4.814882,-0.872121,deploy
-4.777391,-0.906649,deploy
-4.789423,-0.896723,deploy
-4.778892,-0.912367,deploy
-4.946179,-0.766693,deploy
-4.880077,-0.835721,deploy
-4.962974,-0.764706,deploy
-4.971612,-0.762006,deploy
-4.989113,-0.754885,deploy
-4.833517,-0.913001,deploy
-4.780097,-0.968498,deploy
-4.887859,-0.876002,deploy
-4.839268,-0.928250,deploy
-4.933107,-0.854239,deploy
-4.860354,-0.932521,deploy
-4.905559,-0.896451,deploy
-4.919953,-0.887436,deploy
-4.803956,-1.003445,deploy
-4.894757,-0.926154,deploy
-4.887337,-0.942073,deploy
-4.914512,-0.926894,deploy
-4.839838,-1.006567,deploy
-4.910808,-0.947403,deploy
-4.769547,-1.089477,deploy
-4.919646,-0.957522,deploy
-4.878599,-1.008711,deploy
-4.848023,-1.046583,deploy
-4.750915,-1.142414,deploy
-4.829675,-1.074596,deploy
-4.795882,-1.118447,deploy
-4.828294,-1.099149,deploy
-4.535077,-1.371284,deploy
-4.834699,-1.106212,deploy
-4.727549,-1.216343,deploy
-4.708630,-1.238569,deploy
-4.672216,-1.273974,deploy
-4.696057,-1.257155,deploy
-4.627779,-1.326836,deploy
-4.629676,-1.331597,deploy
-4.623407,-1.343028,deploy
-4.520497,-1.436371,deploy
-4.462267,-1.490513,deploy
-4.386546,-1.555803,deploy
-4.324560,-1.608035,deploy
-4.191384,-1.712549,deploy
-4.130464,-1.751646,deploy
-4.009301,-1.835028,deploy
-1.092856,-1.200350,deploy
-1.167445,-1.124066,deploy
-0.914182,-1.310488,deploy
-0.849245,-1.339264,deploy
-0.676849,-1.444619,deploy
-0.732377,-1.375528,deploy
-0.497438,-1.537212,deploy
-0.427698,-1.562484,deploy
-0.262095,-1.660205,deploy
-0.296275,-1.597981,deploy
-0.096922,-1.717514,coast
0.752009,-2.310195,coast
0.800764,-2.289321,coast
0.876321,-2.293411,coast
0.822915,-2.193005,coast
0.936157,-2.225198,coast
1.032653,-2.246250,coast
1.036690,-2.188785,coast
1.041282,-2.131531,coast
1.135328,-2.147904,coast
1.164891,-2.109132,coast
1.136690,-2.013132,coast
1.116909,-1.925320,coast
1.160689,-1.893181,coast
1.374208,-2.015393,coast
1.397833,-1.969651,coast
1.366533,-1.868896,coast
1.579295,-1.995275,coast
1.498600,-1.837832,coast
1.547866,-1.803802,coast
1.609913,-1.779454,coast
1.610719,-1.687626,coast
1.653238,-1.636837,braking
1.575784,-1.452904,braking
1.740242,-1.527030,braking
1.726295,-1.410176,braking
1.777611,-1.360612,braking
1.652152,-1.096649,braking
2.026998,-1.427802,coast
2.173677,-1.509777,coast
2.344374,-1.629376,coast
2.440160,-1.669597,coast
2.508611,-1.680525,coast
2.561365,-1.677867,coast
2.528625,-1.569760,coast
2.561500,-1.544075,coast
2.592185,-1.519246,coast
2.526736,-1.356744,coast
2.542684,-1.301523,coast
2.569250,-1.262647,coast
2.603472,-1.231841,coast
2.708594,-1.307966,cornering
2.693579,-1.208277,cornering
2.664121,-1.084187,cornering
2.665797,-0.998707,cornering
2.673039,-0.916380,cornering
2.686363,-0.844923,cornering
2.767698,-0.889251,cornering
2.819435,-0.885368,cornering
2.869646,-0.882960,cornering
2.812411,-0.682431,cornering
2.771091,-0.499098,cornering
2.781518,-0.408665,cornering
2.770484,-0.260103,cornering
2.776794,-0.142579,cornering
2.766673,0.020844,cornering
2.701023,0.317300,cornering
2.761500,0.342063,cornering
2.745508,0.548023,cornering
2.772428,0.659197,cornering
2.758983,0.872954,cornering
2.852778,0.831488,cornering
2.897799,0.902819,cornering
2.867253,1.165631,cornering
2.938692,1.181822,cornering
2.888287,1.507121,cornering
2.907825,1.665200,cornering
2.854997,2.009564,cornering
2.883513,2.141913,cornering
2.939120,2.197644,cornering
2.981038,2.286654,cornering
2.971201,2.502338,cornering
3.014273,2.584626,cornering
2.990013,2.813672,cornering
2.977317,3.011435,cornering
3.005425,3.109996,cornering
2.934701,3.389961,cornering
2.901227,3.573898,cornering
2.969338,3.564733,cornering
2.982630,3.650112,cornering
3.020968,3.685186,cornering
3.006658,3.802001,cornering
2.883740,4.068624,cornering
2.871696,4.144681,cornering
2.840381,4.231542,cornering
2.810608,4.307203,cornering
2.653627,4.514351,cornering
2.392844,4.789943,cornering
2.309073,4.860226,cornering
2.195603,4.940869,cornering
2.116170,4.981829,cornering
1.951832,5.078600,cornering
1.732705,5.190254,cornering
1.499300,5.287412,cornering
1.312971,5.344293,cornering
1.101531,5.401633,cornering
0.950450,5.418434,cornering
0.665824,5.488613,cornering
0.396608,5.540163,cornering
0.053301,5.606750,cornering
-0.326609,5.668839,cornering
-0.528119,5.663448,cornering
-0.804830,5.678473,cornering
-0.897622,5.632540,cornering
-1.050286,5.604324,cornering
-1.240878,5.588127,cornering
-1.474453,5.586410,cornering
-1.659992,5.565914,cornering
-1.779445,5.518863,cornering
-1.989124,5.507579,cornering
-2.166807,5.485075,cornering
-2.330281,5.456264,cornering
-2.409585,5.389501,cornering
-2.595963,5.376871,cornering
-2.729501,5.340489,cornering
-2.882028,5.314412,cornering
-2.922971,5.224065,cornering
-2.996758,5.156050,cornering
-3.398867,5.276498,cornering
-3.466479,5.192771,cornering
-3.570791,5.129958,cornering
-3.589690,5.012547,cornering
-3.689793,4.958296,cornering
-3.717645,4.850679,cornering
-3.752788,4.751485,cornering
-3.796816,4.656765,cornering
-3.848954,4.558573,cornering
-3.850409,4.422683,cornering
-3.887141,4.325593,cornering
-3.928908,4.228332,cornering
-3.896910,4.059643,deploy
-3.969574,3.992162,deploy
-3.945979,3.832283,deploy
-3.974614,3.706264,deploy
-3.951772,3.539338,deploy
-3.986679,3.421788,deploy
-3.949222,3.223112,deploy
-3.957279,3.067792,deploy
-5.906158,1.997765,deploy
-5.943639,1.824407,deploy
-5.941011,1.539646,deploy
-5.956965,1.300016,deploy
-5.917545,0.907963,deploy
-5.893155,0.625997,deploy
-5.909624,0.476196,deploy
-5.905880,0.324525,deploy
-5.879128,0.125813,deploy
-5.875375,-0.047935,deploy
-5.860441,-0.205299,deploy
-5.743027,-0.512105,deploy
-5.757997,-0.584854,deploy
-5.752972,-0.660339,deploy
-5.602172,-0.966481,deploy
-5.693992,-0.900684,deploy
-5.627211,-1.053006,deploy
-5.539708,-1.204594,deploy
-5.458937,-1.329783,deploy
-5.390884,-1.433780,deploy
-5.389578,-1.456163,deploy
-5.434761,-1.437093,deploy
-5.345725,-1.548791,deploy
-5.296208,-1.622751,deploy
-5.255805,-1.670154,deploy
-5.156038,-1.756975,deploy
-5.197452,-1.734004,deploy
-5.161891,-1.769395,deploy
-5.203269,-1.736613,deploy
-5.112579,-1.812434,deploy
-5.051723,-1.855872,deploy
-5.123892,-1.807005,deploy
-5.074797,-1.844221,deploy
-4.981074,-1.907821,deploy
-5.003388,-1.883875,deploy
-4.956471,-1.910219,deploy
-4.929021,-1.921250,deploy
-4.934592,-1.906705,deploy
-4.911921,-1.912114,deploy
-5.006691,-1.831368,deploy
-5.007638,-1.823571,deploy
-5.009950,-1.809782,deploy
-5.090375,-1.743955,deploy
-5.086873,-1.731173,deploy
-4.935421,-1.836166,deploy
-5.074118,-1.720346,deploy
-4.975572,-1.787362,deploy
-4.941833,-1.802429,deploy
-5.002375,-1.742943,deploy
-5.059397,-1.679705,deploy
-5.064117,-1.662901,deploy
-5.132004,-1.590272,deploy
-5.147491,-1.566625,deploy
-5.058538,-1.640528,deploy
-5.170355,-1.536647,deploy
-5.060782,-1.635387,deploy
-5.106979,-1.583294,deploy
-5.091719,-1.589154,deploy
-4.992773,-1.674416,deploy
-5.113597,-1.553514,deploy
-5.067993,-1.595839,deploy
-5.147686,-1.513079,deploy
-5.138570,-1.516860,deploy
-5.065658,-1.573040,deploy
-5.138095,-1.499860,deploy
-5.139966,-1.487463,deploy
-5.100272,-1.521063,deploy
-5.066472,-1.550844,deploy
-5.020826,-1.589003,deploy
-5.034320,-1.568880,deploy
-5.054311,-1.544477,deploy
-5.002229,-1.592670,deploy
-5.091954,-1.501751,deploy
-4.976070,-1.614463,deploy
-5.004639,-1.588076,deploy
-5.005078,-1.581842,deploy
-4.832039,-1.735267,deploy
-5.030566,-1.540160,deploy
-4.932995,-1.627056,deploy
-4.834981,-1.711877,deploy
-4.946616,-1.595753,deploy
-4.912040,-1.628823,deploy
-4.758373,-1.776381,deploy
-4.800867,-1.727702,deploy
-4.826760,-1.703458,deploy
-4.776077,-1.740945,deploy
-4.792514,-1.717855,deploy
-4.823830,-1.685266,deploy
-4.797920,-1.706160,deploy
-4.603708,-1.888464,deploy
-4.579161,-1.901071,deploy
-4.644392,-1.836113,deploy
-4.533999,-1.931786,deploy
-4.489545,-1.960868,deploy
-4.583563,-1.861342,deploy
-4.505555,-1.922649,deploy
-4.445517,-1.960691,deploy
-4.342478,-2.040687,deploy
-4.218307,-2.134711,deploy
-4.362954,-1.993196,deploy
-4.110864,-2.197315,deploy
-4.072326,-2.213556,deploy
-3.964152,-2.282759,deploy
-3.828533,-2.370536,deploy
-3.741099,-2.415921,deploy
-0.686190,-1.762420,deploy
-0.604482,-1.803057,deploy
-0.449648,-1.901632,deploy
-0.576682,-1.751561,deploy
-0.281353,-1.973909,deploy
-0.216303,-1.992279,deploy
-0.086497,-2.064016,deploy
0.002348,-2.097515,deploy
-0.002853,-2.045521,deploy
0.178497,-2.159538,deploy
0.322397,-2.242029,coast
1.085830,-2.835576,coast
1.126429,-2.807695,coast
1.294708,-2.886232,coast
1.413180,-2.922870,coast
1.575320,-3.000588,coast
1.599705,-2.960784,coast
1.550875,-2.849152,coast
1.605443,-2.832498,coast
1.694768,-2.847995,coast
1.746596,-2.825318,coast
1.733880,-2.741801,coast
1.728728,-2.661038,coast
1.800913,-2.652148,coast
1.856035,-2.630584,coast
1.952883,-2.651203,coast
1.931889,-2.543048,coast
1.971872,-2.499412,coast
2.041334,-2.486440,coast
2.114627,-2.473758,coast
2.222450,-2.501801,coast
2.231477,-2.410327,coast
2.130120,-2.174673,coast
2.248892,-2.205714,braking
2.159677,-1.965829,braking
2.292917,-2.009575,braking
2.332790,-1.931778,braking
2.283256,-1.724848,braking
2.383508,-1.724162,braking
2.628531,-1.943498,coast
2.875596,-2.197785,coast
2.976823,-2.249028,coast
3.046904,-2.261462,coast
3.131857,-2.309354,coast
3.193611,-2.325296,coast
3.218901,-2.286286,coast
3.231660,-2.224851,coast
3.272772,-2.213168,coast
3.266878,-2.114485,coast
3.313314,-2.106250,coast
3.327369,-2.041495,coast
3.326757,-1.939498,cornering
3.362293,-1.901799,cornering
3.424899,-1.923901,cornering
3.454249,-1.881085,cornering
3.465092,-1.793604,cornering
3.484940,-1.719044,cornering
3.530363,-1.695944,cornering
3.489819,-1.475382,cornering
3.506726,-1.373014,cornering
3.595685,-1.438351,cornering
3.597942,-1.299046,cornering
3.650774,-1.282793,cornering
3.602235,-1.003491,cornering
3.666173,-0.993289,cornering
3.689009,-0.875886,cornering
3.738945,-0.828651,cornering
3.741715,-0.649620,cornering
3.786956,-0.574077,cornering
3.813848,-0.444207,cornering
3.779847,-0.142028,cornering
3.851676,-0.115785,cornering
3.902528,-0.032525,cornering
3.887369,0.242055,cornering
3.961354,0.273755,cornering
4.002825,0.385008,cornering
