z0,z1,phase
-3.798809,-2.538147,deploy
-3.782523,-2.562968,deploy
-3.765666,-2.587647,deploy
-3.748257,-2.612125,deploy
-3.730357,-2.636272,deploy
-3.711987,-2.660033,deploy
-3.653675,-2.722880,deploy
-3.591691,-2.786060,deploy
-3.527568,-2.847883,deploy
-3.461219,-2.908340,deploy
-3.392534,-2.967458,deploy
-3.321416,-3.025245,deploy
-3.247763,-3.081706,deploy
-0.408667,-2.392735,deploy
-0.324908,-2.445592,deploy
-0.238786,-2.497330,deploy
-0.150300,-2.547954,deploy
-0.059464,-2.597447,deploy
0.033720,-2.645849,deploy
0.129200,-2.693121,deploy
0.226932,-2.739279,deploy
0.326839,-2.784296,deploy
0.428853,-2.828199,deploy
0.532844,-2.870933,coast
1.317964,-3.410085,coast
1.378758,-3.390964,coast
1.439929,-3.371964,coast
1.501427,-3.352956,coast
1.563225,-3.333866,coast
1.625284,-3.314609,coast
1.687584,-3.295123,coast
1.750073,-3.275301,coast
1.812739,-3.255098,coast
1.875564,-3.234460,coast
1.938536,-3.213341,coast
2.001649,-3.191705,coast
2.064902,-3.169524,coast
2.128001,-3.146252,coast
2.191240,-3.122408,coast
2.254626,-3.097987,coast
2.321375,-3.074372,coast
2.380591,-3.039084,coast
2.425304,-2.986035,coast
2.460946,-2.920019,coast
2.491755,-2.844966,coast
2.520883,-2.764008,braking
2.550619,-2.679676,braking
2.582554,-2.593990,braking
2.617717,-2.508534,braking
2.656771,-2.424644,braking
2.700074,-2.343406,braking
2.901138,-2.452105,coast
3.090947,-2.565257,coast
3.238767,-2.643558,coast
3.350860,-2.690097,coast
3.433006,-2.708290,coast
3.490672,-2.701947,coast
3.528999,-2.675144,coast
3.553966,-2.633064,coast
3.576653,-2.587078,coast
3.597852,-2.537982,coast
3.617666,-2.485685,coast
3.636187,-2.430082,coast
3.653537,-2.371098,coast
3.670241,-2.309155,cornering
3.686054,-2.243710,cornering
3.701076,-2.174662,cornering
3.715476,-2.101979,cornering
3.729328,-2.025530,cornering
3.742777,-1.945252,cornering
3.755911,-1.861030,cornering
3.768830,-1.772756,cornering
3.781640,-1.680334,cornering
3.794425,-1.583651,cornering
3.807224,-1.482557,cornering
3.820149,-1.376991,cornering
3.833207,-1.266796,cornering
3.846481,-1.151927,cornering
3.859965,-1.032275,cornering
3.873665,-0.907785,cornering
3.887586,-0.778447,cornering
3.901693,-0.644273,cornering
3.915929,-0.505324,cornering
3.930188,-0.361694,cornering
3.944376,-0.213577,cornering
3.958343,-0.061218,cornering
3.971893,0.095075,cornering
3.984847,0.254865,cornering
3.996927,0.417698,cornering
4.007896,0.582975,cornering
4.017420,0.750088,cornering
4.025204,0.918320,cornering
4.030922,1.086918,cornering
4.034250,1.255103,cornering
4.034872,1.422081,cornering
4.032493,1.587069,cornering
4.026856,1.749295,cornering
4.017701,1.908083,cornering
4.004849,2.062763,cornering
3.988170,2.212743,cornering
3.967541,2.357544,cornering
3.942942,2.496710,cornering
3.914352,2.629918,cornering
3.881848,2.756858,cornering
3.845501,2.877351,cornering
3.802267,2.994198,cornering
3.735487,3.121530,cornering
3.652022,3.249593,cornering
3.552375,3.376470,cornering
3.436808,3.500706,cornering
3.305469,3.621166,cornering
3.158483,3.736922,cornering
2.996022,3.847232,cornering
2.818384,3.951481,cornering
2.626042,4.049176,cornering
2.419751,4.139873,cornering
2.200524,4.223257,cornering
1.969709,4.299088,cornering
1.728996,4.367205,cornering
1.480371,4.427566,cornering
1.226095,4.480212,cornering
0.968624,4.525275,cornering
0.710524,4.562960,cornering
0.454330,4.593581,cornering
0.202498,4.617452,cornering
-0.042752,4.634960,cornering
-0.279459,4.646455,cornering
-0.506006,4.652281,cornering
-0.721124,4.652727,cornering
-0.923903,4.648025,cornering
-1.113743,4.638308,cornering
-1.290347,4.623660,cornering
-1.453645,4.604079,cornering
-1.603750,4.579514,cornering
-1.740896,4.549841,cornering
-1.865398,4.514889,cornering
-1.977612,4.474452,cornering
-2.077904,4.428276,cornering
-2.166623,4.376066,cornering
-2.244110,4.317502,cornering
-2.310668,4.252211,cornering
-2.771697,4.453818,cornering
-2.850973,4.389250,cornering
-2.897138,4.301951,cornering
-2.940743,4.214022,cornering
-2.981403,4.124932,cornering
-3.018690,4.033995,cornering
-3.052249,3.940452,cornering
-3.081822,3.843552,cornering
-3.107186,3.742498,cornering
-3.128214,3.636558,cornering
-3.144791,3.524971,cornering
-3.156875,3.407063,cornering
-3.164456,3.282199,deploy
-3.167558,3.149824,deploy
-3.166233,3.009479,deploy
-3.160561,2.860814,deploy
-3.150629,2.703605,deploy
-3.136576,2.537832,deploy
-3.118507,2.363590,deploy
-3.096568,2.181225,deploy
-4.994509,1.181377,deploy
-5.005468,0.949692,deploy
-5.012902,0.714728,deploy
-5.016617,0.478444,deploy
-5.016483,0.242898,deploy
-5.012388,0.010117,deploy
-5.004270,-0.217982,deploy
-4.992125,-0.439663,deploy
-4.975995,-0.653439,deploy
-4.956036,-0.858064,deploy
-4.932446,-1.052585,deploy
-4.905481,-1.236342,deploy
-4.875471,-1.408917,deploy
-4.842804,-1.570107,deploy
-4.807878,-1.719931,deploy
-4.771124,-1.858555,deploy
-4.732986,-1.986269,deploy
-4.693919,-2.103441,deploy
-4.654328,-2.210546,deploy
-4.614638,-2.308059,deploy
-4.575237,-2.396495,deploy
-4.536479,-2.476372,deploy
-4.498672,-2.548223,deploy
-4.462117,-2.612540,deploy
-4.427063,-2.669811,deploy
-4.393705,-2.720527,deploy
-4.362219,-2.765131,deploy
-4.332754,-2.804029,deploy
-4.305401,-2.837640,deploy
-4.280242,-2.866321,deploy
-4.257308,-2.890442,deploy
-4.236606,-2.910335,deploy
-4.218138,-2.926296,deploy
-4.201843,-2.938649,deploy
-4.187688,-2.947639,deploy
-4.175588,-2.953541,deploy
-4.165452,-2.956603,deploy
-4.157193,-2.957042,deploy
-4.150668,-2.955114,deploy
-4.145786,-2.950995,deploy
-4.142389,-2.944929,deploy
-4.140376,-2.937073,deploy
-4.139593,-2.927634,deploy
-4.139906,-2.916797,deploy
-4.141180,-2.904739,deploy
-4.143274,-2.891634,deploy
-4.146060,-2.877648,deploy
-4.149405,-2.862950,deploy
-4.153183,-2.847698,deploy
-4.157275,-2.832050,deploy
-4.161559,-2.816160,deploy
-4.165944,-2.800159,deploy
-4.170292,-2.784229,deploy
-4.174520,-2.768494,deploy
-4.178536,-2.753088,deploy
-4.182252,-2.738144,deploy
-4.185588,-2.723788,deploy
-4.188468,-2.710139,deploy
-4.190824,-2.697309,deploy
-4.192592,-2.685404,deploy
-4.193713,-2.674523,deploy
-4.194135,-2.664756,deploy
-4.193807,-2.656186,deploy
-4.192673,-2.648902,deploy
-4.190722,-2.642931,deploy
-4.187887,-2.638367,deploy
-4.184164,-2.635216,deploy
-4.179497,-2.633551,deploy
-4.173887,-2.633363,deploy
-4.167281,-2.634703,deploy
-4.159688,-2.637542,deploy
-4.151060,-2.641917,deploy
-4.141397,-2.647795,deploy
-4.130681,-2.655161,deploy
-4.118904,-2.663986,deploy
-4.106055,-2.674237,deploy
-4.092126,-2.685871,deploy
-4.077110,-2.698841,deploy
-4.061005,-2.713092,deploy
-4.043793,-2.728585,deploy
-4.025504,-2.745217,deploy
-4.006124,-2.762940,deploy
-3.985642,-2.781700,deploy
-3.964095,-2.801387,deploy
-3.941476,-2.821939,deploy
-3.917778,-2.843297,deploy
-3.893044,-2.865344,deploy
-3.867261,-2.888034,deploy
-3.840473,-2.911249,deploy
-3.812671,-2.934942,deploy
-3.783905,-2.958995,deploy
-3.754171,-2.983363,deploy
-3.723524,-3.007928,deploy
-3.691965,-3.032646,deploy
-3.659538,-3.057420,deploy
-3.626294,-3.082153,deploy
-3.592240,-3.106809,deploy
-3.557431,-3.131290,deploy
-3.501639,-3.176120,deploy
-3.423228,-3.241376,deploy
-3.342450,-3.305467,deploy
-3.259234,-3.368424,deploy
-3.173522,-3.430254,deploy
-3.085263,-3.490964,deploy
-2.994418,-3.550538,deploy
-0.050625,-2.825074,deploy
0.050236,-2.883990,deploy
0.152987,-2.941864,deploy
0.257539,-2.998657,deploy
0.363825,-3.054383,deploy
0.471753,-3.109035,deploy
0.581222,-3.162603,deploy
0.692102,-3.215058,deploy
0.804287,-3.266420,deploy
0.917611,-3.316634,deploy
1.031919,-3.365676,coast
1.803444,-3.942059,coast
1.872209,-3.927070,coast
1.940814,-3.912120,coast
2.009244,-3.897135,coast
2.077476,-3.882029,coast
2.145497,-3.866732,coast
2.213270,-3.851138,coast
2.280793,-3.835192,coast
2.348060,-3.818826,coast
2.415074,-3.801986,coast
2.481842,-3.784626,coast
2.548378,-3.766704,coast
2.614698,-3.748190,coast
2.680824,-3.729064,coast
2.746464,-3.708802,coast
2.811952,-3.687908,coast
2.877314,-3.666385,coast
2.945420,-3.643628,coast
3.001030,-3.602433,coast
3.046675,-3.545252,coast
3.086569,-3.476584,coast
3.123852,-3.400077,coast
3.160788,-3.318663,braking
3.198949,-3.234695,braking
3.239370,-3.150065,braking
3.282746,-3.066351,braking
3.329451,-2.984815,braking
3.433595,-2.985606,braking
3.619368,-3.118806,coast
3.765488,-3.215366,coast
3.878901,-3.278751,coast
3.965536,-3.312523,coast
4.030598,-3.320480,coast
4.078706,-3.306633,coast
4.113947,-3.275026,coast
4.143955,-3.234676,coast
4.173169,-3.191869,coast
4.201441,-3.146054,coast
4.228901,-3.097122,coast
4.255660,-3.044948,coast
4.281840,-2.989433,cornering
4.307990,-2.930941,cornering
4.333801,-2.868897,cornering
4.359408,-2.803218,cornering
4.384902,-2.733780,cornering
4.410395,-2.660473,cornering
4.435958,-2.583156,cornering
4.461668,-2.501694,cornering
4.487600,-2.415955,cornering
4.513799,-2.325783,cornering
4.540314,-2.231043,cornering
4.567159,-2.131580,cornering
4.594346,-2.027257,cornering
4.621880,-1.917961,cornering
4.649735,-1.803585,cornering
4.677854,-1.684034,cornering
4.706181,-1.559271,cornering
4.734620,-1.429285,cornering
4.763037,-1.294105,cornering
4.791293,-1.153841,cornering
4.819197,-1.008647,cornering
4.846565,-0.858787,cornering
4.873130,-0.704562,cornering
4.898633,-0.546390,cornering
4.922785,-0.384768,cornering
4.945269,-0.220275,cornering
4.965761,-0.053568,cornering
4.983911,0.114641,cornering
4.999420,0.283555,cornering
5.011955,0.452373,cornering
5.021207,0.620282,cornering
5.026941,0.786443,cornering
5.028917,0.950075,cornering
5.026944,1.110445,cornering
5.020922,1.266846,cornering
5.010758,1.418678,cornering
4.996436,1.565410,cornering
4.977977,1.706599,cornering
4.955468,1.841882,cornering
4.929030,1.970977,cornering
4.898832,2.093676,cornering
4.865074,2.209837,cornering
4.813748,2.331373,cornering
4.742845,2.457289,cornering
4.655590,2.582824,cornering
4.552295,2.706470,cornering
4.433061,2.827064,cornering
4.297892,2.943668,cornering
4.146733,3.055541,cornering
3.979609,3.162038,cornering
3.796642,3.262607,cornering
3.598100,3.356826,cornering
3.384526,3.444299,cornering
3.156763,3.524703,cornering
2.915981,3.597820,cornering
2.663737,3.663492,cornering
2.401995,3.721620,cornering
2.133060,3.772212,cornering
1.859559,3.815332,cornering
1.584352,3.851110,cornering
1.310410,3.879732,cornering
1.040697,3.901428,cornering
0.778032,3.916474,cornering
0.525005,3.925123,cornering
0.283840,3.927648,cornering
0.056368,3.924273,cornering
-0.156026,3.915182,cornering
-0.352369,3.900463,cornering
-0.532108,3.880159,cornering
-0.695033,3.854239,cornering
-0.841207,3.822588,cornering
-0.970908,3.785037,cornering
-1.084559,3.741365,cornering
-1.182699,3.691357,cornering
-1.265876,3.634712,cornering
-1.334697,3.571179,cornering
-1.389750,3.500465,cornering
-1.431621,3.422296,cornering
-2.004818,3.658941,cornering
-2.044797,3.571225,cornering
-2.063320,3.470792,cornering
-2.079990,3.369948,cornering
-2.094196,3.268083,cornering
-2.105455,3.164583,cornering
-2.113349,3.058780,cornering
-2.117541,2.950014,cornering
-2.117756,2.837634,cornering
-2.113777,2.721017,cornering
-2.105440,2.599573,cornering
-2.092636,2.472762,cornering
-2.075311,2.340106,deploy
-2.053467,2.201194,deploy
-2.027163,2.055701,deploy
-1.996509,1.903375,deploy
-1.961714,1.744122,deploy
-1.922992,1.577899,deploy
-1.880647,1.404852,deploy
-1.835020,1.225260,deploy
-3.782728,0.422862,deploy
-3.762134,0.199375,deploy
-3.738585,-0.026166,deploy
-3.712097,-0.252001,deploy
-3.682703,-0.476344,deploy
-3.650476,-0.697455,deploy
-3.615541,-0.913710,deploy
-3.578080,-1.123669,deploy
-3.538322,-1.326128,deploy
-3.496562,-1.520110,deploy
-3.453156,-1.704861,deploy
-3.408478,-1.879874,deploy
-3.362902,-2.044867,deploy
-3.316829,-2.199712,deploy
-3.270670,-2.344410,deploy
-3.224790,-2.479112,deploy
-3.179537,-2.604061,deploy
-3.135274,-2.719506,deploy
-3.092296,-2.825800,deploy
-3.050862,-2.923323,deploy
-3.011230,-3.012444,deploy
-2.973615,-3.093555,deploy
-2.938195,-3.167055,deploy
-2.905107,-3.233354,deploy
-2.874485,-3.292824,deploy
-2.846409,-3.345859,deploy
-2.820957,-3.392811,deploy
-2.798156,-3.434050,deploy
-2.778025,-3.469920,deploy
-2.760573,-3.500731,deploy
-2.745762,-3.526815,deploy
-2.733551,-3.548473,deploy
-2.723891,-3.565975,deploy
-2.716685,-3.579635,deploy
-2.711872,-3.589680,deploy
-2.709340,-3.596384,deploy
-2.708993,-3.599971,deploy
-2.710689,-3.600714,deploy
-2.714315,-3.598822,deploy
-2.719755,-3.594497,deploy
-2.726860,-3.587971,deploy
-2.735480,-3.579472,deploy
-2.745499,-3.569163,deploy
-2.756762,-3.557262,deploy
-2.769128,-3.543963,deploy
-2.782456,-3.529457,deploy
-2.796606,-3.513933,deploy
-2.811444,-3.497572,deploy
-2.826832,-3.480555,deploy
-2.842643,-3.463057,deploy
-2.858767,-3.445235,deploy
-2.875056,-3.427295,deploy
-2.891409,-3.409383,deploy
-2.907720,-3.391657,deploy
-2.923886,-3.374274,deploy
-2.939812,-3.357382,deploy
-2.955412,-3.341122,deploy
-2.970601,-3.325630,deploy
-2.985305,-3.311033,deploy
-2.999456,-3.297451,deploy
-3.012992,-3.284992,deploy
-3.025843,-3.273780,deploy
-3.037988,-3.263865,deploy
-3.049370,-3.255348,deploy
-3.059935,-3.248320,deploy
-3.069683,-3.242802,deploy
-3.078554,-3.238881,deploy
-3.086555,-3.236559,deploy
-3.093644,-3.235899,deploy
-3.099818,-3.236902,deploy
-3.105083,-3.239551,deploy
-3.109404,-3.243882,deploy
-3.112795,-3.249862,deploy
-3.115256,-3.257467,deploy
-3.116791,-3.266660,deploy
-3.117408,-3.277404,deploy
-3.117115,-3.289644,deploy
-3.115925,-3.303324,deploy
-3.113838,-3.318396,deploy
-3.110898,-3.334752,deploy
-3.107108,-3.352332,deploy
-3.102475,-3.371072,deploy
-3.097047,-3.390846,deploy
-3.090832,-3.411582,deploy
-3.083840,-3.433203,deploy
-3.076125,-3.455574,deploy
-3.067683,-3.478634,deploy
-3.058567,-3.502243,deploy
-3.048781,-3.526337,deploy
-3.038376,-3.550775,deploy
-3.027355,-3.575492,deploy
-3.015763,-3.600369,deploy
-3.003639,-3.625283,deploy
-2.990988,-3.650173,deploy
-2.977866,-3.674904,deploy
-2.964279,-3.699417,deploy
-2.950270,-3.723598,deploy
-2.935883,-3.747338,deploy
-2.884068,-3.812862,deploy
-2.829432,-3.878128,deploy
-2.773016,-3.941782,deploy
-2.714685,-4.003867,deploy
-2.654356,-4.064346,deploy
-2.591901,-4.123235,deploy
-2.527221,-4.180508,deploy
0.181420,-3.421835,deploy
0.259250,-3.473925,deploy
0.339463,-3.524642,deploy
0.422092,-3.573964,deploy
0.507147,-3.621851,deploy
0.594650,-3.668293,deploy
0.684599,-3.713261,deploy
0.776976,-3.756723,deploy
0.871749,-3.798644,deploy
0.968852,-3.838967,deploy
1.068220,-3.877668,coast
1.792565,-4.354862,coast
1.857531,-4.334671,coast
1.923103,-4.314391,coast
1.989258,-4.293952,coast
2.055943,-4.273241,coast
2.123127,-4.252198,coast
2.190773,-4.230751,coast
2.258854,-4.208852,coast
2.327323,-4.186417,coast
2.396159,-4.163414,coast
2.465341,-4.139804,coast
2.534847,-4.115557,coast
2.604661,-4.090652,coast
2.674566,-4.064626,coast
2.744746,-4.037922,coast
2.815190,-4.010541,coast
2.889122,-3.983567,coast
2.956756,-3.946150,coast
3.011939,-3.893374,coast
3.059517,-3.829249,coast
2.508207,1.952380,cornering
1.738185,6.129840,cornering
1.776958,6.250073,cornering
1.366351,7.839081,cornering
0.633520,7.731234,cornering
0.329381,7.848593,cornering
1.865859,6.919633,cornering
1.866731,7.182432,cornering
1.870345,7.111804,cornering
1.863481,7.181501,cornering
1.830667,7.275720,cornering
1.808194,7.299773,cornering
1.769659,7.359408,cornering
1.707467,7.450273,cornering
1.672993,7.442496,cornering
1.589671,7.516455,cornering
1.520591,7.536194,cornering
1.488391,7.497921,cornering
1.363053,7.570654,cornering
1.268614,7.580401,cornering
1.164587,7.588906,cornering
1.053908,7.587996,cornering
0.928843,7.586818,cornering
0.812452,7.567364,cornering
0.674389,7.551748,cornering
0.511436,7.540935,cornering
0.348328,7.518720,cornering
0.227233,7.470254,cornering
0.098028,7.420225,cornering
-0.181721,7.422515,cornering
-0.365782,7.378954,cornering
-0.557304,7.331241,cornering
-0.626644,7.240444,cornering
-0.863113,7.203134,cornering
-1.078312,7.154644,cornering
-1.270449,7.095105,cornering
-1.330598,6.997307,cornering
-1.528025,6.940666,cornering
-1.759094,6.891645,cornering
-1.870146,6.807456,cornering
-2.078208,6.748843,cornering
-2.162888,6.656073,cornering
-2.359073,6.595197,cornering
-2.585224,6.541581,cornering
-2.636012,6.440012,cornering
-2.867302,6.391531,cornering
-3.043821,6.324621,cornering
-3.127198,6.230660,cornering
-3.250063,6.150932,cornering
-3.449288,6.094941,cornering
-3.568261,6.013228,cornering
-3.631144,5.917769,cornering
-3.714684,5.824692,cornering
-3.784301,5.726828,cornering
-3.874331,5.639197,cornering
-3.937124,5.535904,cornering
-3.963585,5.420128,cornering
-4.582589,5.596521,cornering
-4.587947,5.463640,cornering
-4.665559,5.363634,cornering
-4.718897,5.251684,cornering
-4.782861,5.157637,deploy
-4.828623,5.047233,deploy
-4.877331,4.951636,deploy
-4.882254,4.808809,deploy
-4.884078,4.668265,deploy
-4.896661,4.537452,deploy
-4.931767,4.423477,deploy
-4.959279,4.309973,deploy
-4.913009,4.117609,deploy
-4.887322,3.954780,deploy
-7.035717,2.889094,deploy
-7.060565,2.698744,deploy
-7.081910,2.529915,deploy
-7.086153,2.349968,deploy
-7.093637,2.199722,deploy
-7.114373,2.075896,deploy
-7.108404,1.916332,deploy
-7.100837,1.763351,deploy
-7.093801,1.625537,deploy
-7.053721,1.455804,deploy
-7.100107,1.438537,deploy
-7.063488,1.281309,deploy
-7.000139,1.107543,deploy
-6.976236,0.989668,deploy
-6.908754,0.835349,deploy
-6.853962,0.712837,deploy
-6.875180,0.677483,deploy
-6.843379,0.592682,deploy
-6.762876,0.477867,deploy
-6.696429,0.379223,deploy
-6.771434,0.420965,deploy
-6.712733,0.334534,deploy
-6.611876,0.226777,deploy
-6.503584,0.120609,deploy
-6.501687,0.103190,deploy
-6.599928,0.161890,deploy
-6.546842,0.104545,deploy
-6.438951,0.010800,deploy
-6.454719,0.017690,deploy
-6.388230,-0.042459,deploy
-6.456155,0.003933,deploy
-6.374425,-0.064955,deploy
-6.279628,-0.135036,deploy
-6.287152,-0.134074,deploy
-6.410998,-0.045364,deploy
-6.273906,-0.137400,deploy
-6.229815,-0.162929,deploy
-6.326208,-0.095687,deploy
-6.274749,-0.134154,deploy
-6.248339,-0.152505,deploy
-6.398992,-0.044150,deploy
-6.266732,-0.139760,deploy
-6.309348,-0.101371,deploy
-6.256943,-0.130614,deploy
-6.172966,-0.187180,deploy
-6.265387,-0.118222,deploy
-6.190461,-0.164028,deploy
-6.173772,-0.165505,deploy
-6.259231,-0.096806,deploy
-6.359374,-0.009185,deploy
-6.217627,-0.109316,deploy
-6.208091,-0.115372,deploy
-6.233815,-0.087508,deploy
-6.196232,-0.110418,deploy
-6.188116,-0.106385,deploy
-6.155854,-0.114394,deploy
-6.209682,-0.064735,deploy
-6.236742,-0.033450,deploy
-6.234160,-0.023131,deploy
-6.180726,-0.053368,deploy
-6.236557,-0.003276,deploy
-6.207311,-0.028222,deploy
-6.169951,-0.050794,deploy
-6.309884,0.066757,deploy
-6.257656,0.023625,deploy
-6.145672,-0.069419,deploy
-6.269565,0.033013,deploy
-6.174646,-0.036192,deploy
-6.154291,-0.046519,deploy
-6.223420,0.011854,deploy
-6.196305,-0.004808,deploy
-6.141525,-0.055005,deploy
-6.161907,-0.032015,deploy
-6.138846,-0.046935,deploy
-6.105305,-0.075283,deploy
-6.061917,-0.108409,deploy
-6.052392,-0.112342,deploy
-5.984934,-0.165425,deploy
-5.998621,-0.148814,deploy
-6.103278,-0.058787,deploy
-5.918292,-0.209274,deploy
-5.884753,-0.226551,deploy
-5.942343,-0.177602,deploy
-5.915923,-0.194329,deploy
-5.924533,-0.178580,deploy
-5.789148,-0.285131,deploy
-5.779518,-0.291575,deploy
-5.843553,-0.230173,deploy
-5.703246,-0.339145,deploy
-5.748405,-0.297521,deploy
-5.640474,-0.376880,deploy
-5.725305,-0.301542,deploy
-5.595919,-0.405452,deploy
-5.673183,-0.341075,deploy
-5.486776,-0.492700,deploy
-5.485510,-0.479493,deploy
-5.549198,-0.422105,deploy
-5.315729,-0.601066,deploy
-5.365667,-0.549288,deploy
-5.307623,-0.581488,deploy
-5.201020,-0.650505,deploy
-5.201115,-0.639319,deploy
-4.944532,-0.815862,deploy
-4.769540,-0.920716,deploy
-4.778777,-0.893927,deploy
-4.627977,-0.975548,deploy
-1.685513,-0.236319,deploy
-1.429648,-0.423322,deploy
-1.510851,-0.327086,deploy
-1.086094,-0.657120,deploy
-1.104582,-0.599814,deploy
-1.049593,-0.605359,deploy
-1.046040,-0.574222,deploy
-0.882510,-0.675386,deploy
-0.921082,-0.598919,deploy
-0.920313,-0.562112,deploy
-0.639017,-0.769124,coast
0.037122,-1.295726,coast
0.030951,-1.230353,coast
0.079654,-1.210815,coast
0.061950,-1.130906,coast
0.227594,-1.220634,coast
0.342797,-1.270824,coast
0.373513,-1.239823,coast
0.480560,-1.284118,coast
0.449806,-1.192705,coast
0.488215,-1.166690,coast
0.591618,-1.207805,coast
0.641398,-1.192983,coast
0.733071,-1.222100,coast
0.886678,-1.322559,coast
0.938482,-1.314830,coast
1.002205,-1.318467,coast
0.999006,-1.247938,coast
1.027653,-1.201985,coast
1.087587,-1.191740,coast
1.135078,-1.165512,coast
1.105132,-1.037535,coast
1.167881,-1.018976,braking
1.155781,-0.899359,braking
1.209867,-0.862489,braking
1.166676,-0.690733,braking
1.229090,-0.663579,braking
1.191561,-0.477858,braking
1.413387,-0.682371,coast
1.660486,-0.950581,coast
1.727161,-0.953912,coast
1.769559,-0.931602,coast
1.877194,-1.014965,coast
1.867890,-0.915681,coast
1.854527,-0.809973,coast
1.854311,-0.720887,coast
1.950575,-0.803535,coast
2.006337,-0.819402,coast
2.023975,-0.766305,coast
2.068520,-0.761808,coast
2.061040,-0.658477,cornering
2.101054,-0.646443,cornering
2.103639,-0.555961,cornering
2.129296,-0.510474,cornering
2.144172,-0.438347,cornering
2.165611,-0.375991,cornering
2.219364,-0.379734,cornering
2.230495,-0.297441,cornering
2.216795,-0.148581,cornering
2.274378,-0.161710,cornering
2.279440,-0.043146,cornering
2.279413,0.092991,cornering
2.310605,0.167071,cornering
2.269531,0.426934,cornering
2.318543,0.467781,cornering
2.354324,0.549238,cornering
2.404975,0.595090,cornering
2.397378,0.802376,cornering
2.390726,1.021482,cornering
2.384299,1.261585,cornering
2.382124,1.506815,cornering
2.430301,1.604921,cornering
2.482768,1.689568,cornering
2.513276,1.844201,cornering
2.569009,1.923057,cornering
2.612733,2.031235,cornering
2.642246,2.190737,cornering
2.671285,2.345675,cornering
2.700314,2.499120,cornering
2.704191,2.734232,cornering
2.735514,2.885073,cornering
2.731123,3.128840,cornering
2.775973,3.235524,cornering
2.826640,3.306348,cornering
2.844667,3.458865,cornering
2.939487,3.402164,cornering
2.893763,3.691606,cornering
2.874772,3.896234,cornering
2.903156,3.984465,cornering
2.915031,4.090910,cornering
2.917840,4.209468,cornering
2.906503,4.339846,cornering
2.858130,4.517803,cornering
2.791684,4.695294,cornering
2.703768,4.874860,cornering
2.663952,4.965841,cornering
2.539898,5.131685,cornering
2.598336,5.076724,cornering
2.549089,5.134388,cornering
2.489222,5.188566,cornering
2.357639,5.302204,cornering
2.212200,5.406610,cornering
2.107083,5.461846,cornering
1.803307,5.640665,cornering
1.663436,5.685961,cornering
1.348931,5.809683,cornering
1.231347,5.814583,cornering
1.048826,5.841485,cornering
0.893570,5.849910,cornering
0.607056,5.903288,cornering
0.329564,5.937521,cornering
0.121957,5.939801,cornering
-0.158057,5.958194,cornering
-0.288307,5.922903,cornering
-0.462513,5.899911,cornering
-0.679920,5.889027,cornering
-0.979940,5.897727,cornering
-1.300102,5.905879,cornering
-1.458586,5.866049,cornering
-1.663878,5.838022,cornering
-2.071339,5.865261,cornering
-2.138456,5.794405,cornering
-2.285491,5.747059,cornering
-2.182102,5.614399,cornering
-2.301171,5.556893,cornering
-2.412887,5.499997,cornering
-2.494256,5.429492,cornering
-2.689180,5.405004,cornering
-3.224054,5.512541,cornering
-3.302636,5.431675,cornering
-3.357967,5.342139,cornering
-3.437438,5.267355,cornering
-3.456711,5.160379,cornering
-3.518917,5.077135,cornering
-3.590438,5.002674,cornering
-3.687980,4.940851,cornering
-3.686444,4.819086,cornering
-3.686191,4.702580,cornering
-3.732623,4.613395,cornering
-3.701676,4.474084,cornering
-3.755161,4.390800,deploy
-3.760508,4.275212,deploy
-3.689371,4.089029,deploy
-3.694199,3.965003,deploy
-3.631382,3.791745,deploy
-3.721499,3.744052,deploy
-3.686892,3.588530,deploy
-3.609031,3.387874,deploy
-3.677358,3.332879,deploy
-5.740423,2.402502,deploy
-5.747995,2.227157,deploy
-5.735236,2.018930,deploy
-5.717034,1.816417,deploy
-5.688286,1.602121,deploy
-5.718964,1.514100,deploy
-5.704172,1.347912,deploy
-5.613691,1.061729,deploy
-5.546073,0.848084,deploy
-5.518902,0.718533,deploy
-5.418630,0.480613,deploy
-5.410769,0.395466,deploy
-5.438232,0.364527,deploy
-5.243371,0.052024,deploy
-5.255048,0.011083,deploy
-5.185231,-0.121943,deploy
-5.158356,-0.199014,deploy
-5.125710,-0.282387,deploy
-5.068062,-0.383541,deploy
-4.971724,-0.518711,deploy
-4.919771,-0.602178,deploy
-4.873295,-0.671425,deploy
-4.883712,-0.690252,deploy
-4.783944,-0.803454,deploy
-4.627927,-0.955321,deploy
-4.755788,-0.864644,deploy
-4.777894,-0.860592,deploy
-4.622045,-1.004683,deploy
-4.651223,-0.993149,deploy
-4.695725,-0.970542,deploy
-4.745395,-0.938578,deploy
-4.589406,-1.079918,deploy
-4.555979,-1.121330,deploy
-4.494233,-1.173814,deploy
-4.533154,-1.147546,deploy
-4.658619,-1.055660,deploy
-4.537554,-1.156237,deploy
-4.559496,-1.140251,deploy
-4.401772,-1.258688,deploy
-4.476793,-1.203202,deploy
-4.516130,-1.171560,deploy
-4.532438,-1.156807,deploy
-4.495714,-1.181971,deploy
-4.566146,-1.125530,deploy
-4.601057,-1.096613,deploy
-4.511802,-1.159837,deploy
-4.557930,-1.121776,deploy
-4.558314,-1.119204,deploy
-4.677648,-1.024964,deploy
-4.572138,-1.106255,deploy
-4.611980,-1.071627,deploy
-4.548935,-1.116238,deploy
-4.654485,-1.032663,deploy
