epoch,loss,validation_loss
132,0.00846652,0.00860213
133,0.00844126,0.00856483
134,0.00838091,0.00852704
135,0.00836546,0.00848978
136,0.00831452,0.00845311
137,0.00828583,0.00841714
138,0.00825875,0.00838141
139,0.00820763,0.00834562
140,0.00818303,0.00831061
141,0.00814294,0.00827539
142,0.00811599,0.00824105
143,0.00807634,0.00820678
144,0.00804146,0.00817319
145,0.00801061,0.00813997
146,0.00798345,0.00810716
147,0.00795385,0.00807395
148,0.00792491,0.00804136
149,0.00787818,0.00800918
150,0.00785923,0.00797754
151,0.00782788,0.00794619
152,0.00779190,0.00791465
153,0.00775862,0.00788344
154,0.00773853,0.00785282
155,0.00770269,0.00782269
156,0.00766628,0.00779218
157,0.00764270,0.00776212
158,0.00762341,0.00773272
159,0.00759651,0.00770370
160,0.00754973,0.00767416
161,0.00752211,0.00764543
162,0.00749547,0.00761705
163,0.00746858,0.00758867
164,0.00746325,0.00756058
165,0.00742922,0.00753252
166,0.00739473,0.00750494
167,0.00736208,0.00747766
168,0.00735780,0.00745055
169,0.00731792,0.00742378
170,0.00728166,0.00739704
171,0.00725329,0.00737077
172,0.00724074,0.00734427
173,0.00720442,0.00731821
174,0.00718938,0.00729272
175,0.00717104,0.00726764
176,0.00713222,0.00724194
177,0.00710301,0.00721707
178,0.00709512,0.00719174
179,0.00705790,0.00716712
180,0.00703508,0.00714256
181,0.00701268,0.00711819
182,0.00699375,0.00709429
183,0.00696375,0.00707073
184,0.00694372,0.00704675
185,0.00692015,0.00702295
186,0.00689987,0.00699971
187,0.00688285,0.00697703
188,0.00684638,0.00695339
189,0.00682669,0.00693044
190,0.00680121,0.00690780
191,0.00679672,0.00688547
192,0.00675111,0.00686288
193,0.00673926,0.00684056
194,0.00672490,0.00681884
195,0.00668632,0.00679708
196,0.00667334,0.00677534
197,0.00666176,0.00675403
198,0.00662480,0.00673196
199,0.00662575,0.00671120
200,0.00658233,0.00668996
201,0.00656680,0.00666917
202,0.00656059,0.00664839
203,0.00651213,0.00662771
204,0.00651487,0.00660765
205,0.00649363,0.00658686
206,0.00646863,0.00656666
207,0.00644553,0.00654680
208,0.00642910,0.00652690
209,0.00640164,0.00650746
210,0.00638989,0.00648802
211,0.00637149,0.00646869
212,0.00634008,0.00644908
213,0.00633956,0.00642983
214,0.00631274,0.00641073
215,0.00631192,0.00639231
216,0.00627396,0.00637340
217,0.00626578,0.00635459
218,0.00623666,0.00633617
219,0.00621848,0.00631784
220,0.00620355,0.00629954
221,0.00618478,0.00628155
222,0.00617692,0.00626367
223,0.00615385,0.00624612
224,0.00613647,0.00622770
225,0.00611330,0.00621008
226,0.00608586,0.00619274
227,0.00607580,0.00617511
228,0.00607041,0.00615794
229,0.00605792,0.00614057
230,0.00602914,0.00612367
231,0.00600837,0.00610721
232,0.00598978,0.00609014
233,0.00598797,0.00607352
234,0.00596216,0.00605698
235,0.00594708,0.00604055
236,0.00592538,0.00602396
237,0.00590838,0.00600779
238,0.00590349,0.00599153
239,0.00589095,0.00597543
240,0.00585650,0.00595936
241,0.00585726,0.00594385
242,0.00583388,0.00592772
243,0.00581812,0.00591217
244,0.00582599,0.00589640
245,0.00578747,0.00588157
246,0.00575882,0.00586563
247,0.00575196,0.00585044
248,0.00573359,0.00583545
249,0.00572718,0.00582036
250,0.00570132,0.00580526
251,0.00569187,0.00579039
252,0.00568773,0.00577567
253,0.00566255,0.00576093
254,0.00565492,0.00574619
255,0.00563488,0.00573189
256,0.00562276,0.00571754
257,0.00562267,0.00570315
258,0.00559736,0.00568889
259,0.00557051,0.00567470
260,0.00556256,0.00566068
261,0.00556822,0.00564659
262,0.00554357,0.00563290
263,0.00552478,0.00561936
264,0.00552288,0.00560520
265,0.00549531,0.00559147
266,0.00548778,0.00557840
267,0.00547154,0.00556477
268,0.00545453,0.00555101
269,0.00544208,0.00553761
270,0.00543473,0.00552468
271,0.00541682,0.00551152
272,0.00540492,0.00549810
273,0.00539405,0.00548528
274,0.00537518,0.00547213
275,0.00537598,0.00545952
276,0.00535692,0.00544663
277,0.00536646,0.00543370
278,0.00532212,0.00542089
279,0.00531684,0.00540844
280,0.00530121,0.00539598
281,0.00529673,0.00538348
282,0.00528396,0.00537121
283,0.00526340,0.00535881
284,0.00525657,0.00534666
285,0.00523992,0.00533456
286,0.00523492,0.00532280
287,0.00521841,0.00531068
288,0.00521336,0.00529849
289,0.00518181,0.00528674
290,0.00518392,0.00527500
291,0.00517468,0.00526304
292,0.00517059,0.00525135
293,0.00514863,0.00523989
294,0.00513357,0.00522837
295,0.00512447,0.00521681
296,0.00511806,0.00520576
297,0.00509903,0.00519407
298,0.00509934,0.00518246
299,0.00507171,0.00517148
300,0.00506581,0.00516055
301,0.00506353,0.00514906
302,0.00504877,0.00513807
303,0.00503295,0.00512687
304,0.00502245,0.00511627
305,0.00501364,0.00510508
306,0.00499944,0.00509433
307,0.00500186,0.00508342
308,0.00498723,0.00507301
309,0.00496888,0.00506259
310,0.00496983,0.00505165
311,0.00495392,0.00504119
312,0.00493833,0.00503087
313,0.00492902,0.00502040
314,0.00491519,0.00501021
315,0.00492088,0.00499995
316,0.00489490,0.00498993
317,0.00488776,0.00497957
318,0.00487661,0.00496913
319,0.00486538,0.00495917
320,0.00486325,0.00494919
321,0.00488538,0.00493894
322,0.00483362,0.00492916
323,0.00483612,0.00491934
324,0.00481960,0.00490928
325,0.00481353,0.00489948
326,0.00480727,0.00489024
327,0.00479020,0.00488027
328,0.00480055,0.00487067
329,0.00478098,0.00486099
330,0.00475356,0.00485156
331,0.00475819,0.00484200
332,0.00474634,0.00483273
333,0.00473982,0.00482323
334,0.00471910,0.00481399
335,0.00471301,0.00480477
336,0.00470559,0.00479565
337,0.00469561,0.00478646
338,0.00468228,0.00477725
339,0.00466937,0.00476799
340,0.00467248,0.00475917
341,0.00466292,0.00475004
342,0.00466030,0.00474121
343,0.00463933,0.00473235
344,0.00463696,0.00472337
345,0.00462088,0.00471499
346,0.00462073,0.00470596
347,0.00460410,0.00469718
348,0.00459544,0.00468852
349,0.00460133,0.00467978
350,0.00459023,0.00467151
351,0.00456231,0.00466279
352,0.00456452,0.00465436
353,0.00455322,0.00464572
354,0.00455292,0.00463714
355,0.00454978,0.00462893
356,0.00453013,0.00462056
357,0.00452201,0.00461223
358,0.00451155,0.00460413
359,0.00450792,0.00459578
360,0.00449951,0.00458781
361,0.00449507,0.00457965
362,0.00448917,0.00457156
363,0.00448639,0.00456336
364,0.00446554,0.00455539
365,0.00446123,0.00454705
366,0.00445045,0.00453937
367,0.00444928,0.00453165
368,0.00443319,0.00452358
369,0.00442924,0.00451563
370,0.00441458,0.00450798
371,0.00441626,0.00450025
372,0.00441682,0.00449245
373,0.00439914,0.00448486
374,0.00438990,0.00447714
375,0.00439944,0.00446925
376,0.00437910,0.00446170
377,0.00436458,0.00445424
378,0.00435297,0.00444671
379,0.00435424,0.00443926
380,0.00434974,0.00443183
381,0.00433619,0.00442442
382,0.00432826,0.00441710
383,0.00431980,0.00440971
384,0.00431154,0.00440236
385,0.00430103,0.00439544
386,0.00430220,0.00438786
387,0.00429508,0.00438061
388,0.00428578,0.00437330
389,0.00428235,0.00436623
390,0.00426808,0.00435913
391,0.00426216,0.00435209
392,0.00425873,0.00434519
393,0.00426653,0.00433800
394,0.00423995,0.00433094
395,0.00423797,0.00432424
396,0.00422627,0.00431709
397,0.00422126,0.00431044
398,0.00422834,0.00430351
399,0.00421348,0.00429639
400,0.00419950,0.00428955
401,0.00419864,0.00428305
402,0.00418894,0.00427616
403,0.00418635,0.00426931
404,0.00418326,0.00426301
405,0.00416851,0.00425603
406,0.00415815,0.00424946
407,0.00416137,0.00424292
408,0.00415106,0.00423625
409,0.00415226,0.00422977
410,0.00415041,0.00422343
411,0.00413278,0.00421689
412,0.00412626,0.00421039
413,0.00411953,0.00420403
414,0.00411949,0.00419756
415,0.00411862,0.00419132
416,0.00410439,0.00418496
417,0.00409333,0.00417843
418,0.00408651,0.00417264
419,0.00408399,0.00416598
420,0.00407738,0.00415982
421,0.00406425,0.00415378
422,0.00406214,0.00414741
423,0.00405920,0.00414116
424,0.00405700,0.00413535
425,0.00404916,0.00412918
426,0.00403802,0.00412304
427,0.00403565,0.00411716
428,0.00402689,0.00411101
429,0.00402564,0.00410473
430,0.00401509,0.00409898
431,0.00400463,0.00409287
432,0.00399776,0.00408714
433,0.00401755,0.00408106
434,0.00399242,0.00407524
435,0.00398557,0.00406939
436,0.00398320,0.00406343
437,0.00398160,0.00405774
438,0.00397345,0.00405204
439,0.00396157,0.00404672
440,0.00395781,0.00404056
441,0.00395394,0.00403481
442,0.00394247,0.00402918
443,0.00395177,0.00402347
444,0.00393179,0.00401769
445,0.00394351,0.00401231
446,0.00393490,0.00400678
447,0.00391849,0.00400100
448,0.00391258,0.00399543
449,0.00390413,0.00399021
450,0.00390876,0.00398443
451,0.00390083,0.00397906
452,0.00388797,0.00397376
453,0.00389694,0.00396834
454,0.00387733,0.00396282
455,0.00387643,0.00395731
456,0.00386581,0.00395222
457,0.00385866,0.00394651
458,0.00385599,0.00394119
459,0.00385071,0.00393600
460,0.00384615,0.00393065
461,0.00384194,0.00392542
462,0.00383530,0.00392041
463,0.00382859,0.00391500
464,0.00383157,0.00390995
465,0.00382788,0.00390462
466,0.00381481,0.00389937
467,0.00381419,0.00389413
468,0.00380939,0.00388912
469,0.00380556,0.00388394
470,0.00380809,0.00387897
471,0.00380243,0.00387388
472,0.00379617,0.00386877
473,0.00378912,0.00386372
474,0.00377404,0.00385885
475,0.00377820,0.00385392
476,0.00376823,0.00384878
477,0.00376829,0.00384385
478,0.00376033,0.00383895
479,0.00376830,0.00383398
480,0.00375052,0.00382913
481,0.00373966,0.00382413
482,0.00373257,0.00381923
483,0.00372781,0.00381459
484,0.00373095,0.00380959
485,0.00372236,0.00380482
486,0.00371454,0.00380013
487,0.00371148,0.00379535
488,0.00371244,0.00379058
489,0.00371196,0.00378625
490,0.00370726,0.00378139
491,0.00370490,0.00377682
492,0.00369974,0.00377197
493,0.00369148,0.00376753
494,0.00368695,0.00376254
495,0.00368339,0.00375790
496,0.00367420,0.00375333
497,0.00367081,0.00374874
498,0.00366131,0.00374416
499,0.00365659,0.00373963
500,0.00365789,0.00373502
501,0.00365879,0.00373067
502,0.00365198,0.00372604
503,0.00364506,0.00372177
504,0.00363505,0.00371709
505,0.00363892,0.00371259
506,0.00363228,0.00370822
507,0.00362247,0.00370366
508,0.00362272,0.00369959
509,0.00361882,0.00369486
510,0.00361658,0.00369071
511,0.00360620,0.00368631
512,0.00361241,0.00368197
513,0.00360621,0.00367770
514,0.00359685,0.00367321
515,0.00359577,0.00366891
516,0.00358724,0.00366459
517,0.00358548,0.00366058
518,0.00357983,0.00365610
519,0.00358799,0.00365203
520,0.00357886,0.00364755
521,0.00357016,0.00364334
522,0.00356275,0.00363907
523,0.00355267,0.00363497
524,0.00354987,0.00363089
525,0.00355313,0.00362681
526,0.00356348,0.00362258
527,0.00354764,0.00361856
528,0.00354494,0.00361443
529,0.00354093,0.00361039
530,0.00354217,0.00360626
531,0.00353970,0.00360211
532,0.00352744,0.00359809
533,0.00351458,0.00359404
534,0.00352020,0.00359004
535,0.00353699,0.00358600
536,0.00351529,0.00358190
537,0.00351021,0.00357806
538,0.00349845,0.00357376
539,0.00350277,0.00357001
540,0.00349896,0.00356606
541,0.00348541,0.00356208
542,0.00348425,0.00355814
543,0.00348501,0.00355456
544,0.00347572,0.00355037
545,0.00347559,0.00354660
546,0.00346676,0.00354303
547,0.00346325,0.00353885
548,0.00345929,0.00353499
549,0.00346508,0.00353124
550,0.00345253,0.00352739
551,0.00347419,0.00352376
552,0.00344956,0.00351985
553,0.00344426,0.00351599
554,0.00343564,0.00351232
555,0.00343878,0.00350850
556,0.00343566,0.00350472
557,0.00343073,0.00350121
558,0.00342541,0.00349731
559,0.00341764,0.00349349
560,0.00341442,0.00348973
561,0.00340902,0.00348612
562,0.00341786,0.00348284
563,0.00341552,0.00347886
564,0.00339928,0.00347525
565,0.00339468,0.00347162
566,0.00339222,0.00346803
567,0.00339787,0.00346434
568,0.00340296,0.00346083
569,0.00339647,0.00345716
570,0.00338044,0.00345371
571,0.00337524,0.00345008
572,0.00337590,0.00344650
573,0.00337331,0.00344290
574,0.00337199,0.00343975
575,0.00335997,0.00343588
576,0.00336806,0.00343257
577,0.00336331,0.00342885
578,0.00335326,0.00342530
579,0.00335270,0.00342184
580,0.00334596,0.00341852
581,0.00335966,0.00341503
582,0.00335074,0.00341158
583,0.00333647,0.00340829
584,0.00334587,0.00340470
585,0.00332624,0.00340148
586,0.00332899,0.00339799
587,0.00333464,0.00339464
588,0.00332532,0.00339116
589,0.00331810,0.00338780
590,0.00331397,0.00338451
591,0.00331236,0.00338107
592,0.00331363,0.00337792
593,0.00330507,0.00337453
594,0.00330157,0.00337128
595,0.00329685,0.00336783
596,0.00329135,0.00336463
597,0.00329956,0.00336131
598,0.00328848,0.00335794
599,0.00329275,0.00335474
600,0.00328684,0.00335154
601,0.00329145,0.00334827
602,0.00328435,0.00334510
603,0.00328044,0.00334194
604,0.00327586,0.00333860
605,0.00327100,0.00333546
606,0.00326934,0.00333239
607,0.00327198,0.00332896
608,0.00325665,0.00332584
609,0.00325183,0.00332265
610,0.00326303,0.00331968
611,0.00325475,0.00331628
612,0.00324838,0.00331323
613,0.00324602,0.00331001
614,0.00324127,0.00330729
615,0.00325613,0.00330374
616,0.00324452,0.00330070
617,0.00324054,0.00329774
618,0.00323019,0.00329462
619,0.00323251,0.00329136
620,0.00322348,0.00328834
621,0.00321760,0.00328532
622,0.00322097,0.00328237
623,0.00322209,0.00327923
624,0.00321586,0.00327624
625,0.00321169,0.00327334
626,0.00320670,0.00327030
627,0.00321376,0.00326726
628,0.00321083,0.00326422
629,0.00320127,0.00326140
630,0.00321183,0.00325825
631,0.00319367,0.00325572
632,0.00319086,0.00325238
633,0.00318890,0.00324952
634,0.00317723,0.00324661
635,0.00317628,0.00324351
636,0.00318038,0.00324060
637,0.00317524,0.00323775
638,0.00317592,0.00323503
639,0.00318318,0.00323192
640,0.00317050,0.00322911
641,0.00317730,0.00322612
642,0.00315437,0.00322339
643,0.00317186,0.00322048
644,0.00315986,0.00321754
645,0.00316498,0.00321461
646,0.00315291,0.00321181
647,0.00314423,0.00320901
648,0.00314693,0.00320625
649,0.00314502,0.00320329
650,0.00314699,0.00320057
651,0.00313201,0.00319778
652,0.00313691,0.00319493
653,0.00313033,0.00319221
654,0.00313360,0.00318940
655,0.00312311,0.00318660
656,0.00313055,0.00318402
657,0.00312855,0.00318127
658,0.00312775,0.00317841
659,0.00312050,0.00317557
660,0.00311212,0.00317323
661,0.00311445,0.00316999
662,0.00311340,0.00316743
663,0.00310951,0.00316468
664,0.00309696,0.00316186
665,0.00310212,0.00315931
666,0.00309648,0.00315662
667,0.00309978,0.00315382
668,0.00309269,0.00315123
669,0.00309133,0.00314858
670,0.00309028,0.00314585
671,0.00309771,0.00314323
672,0.00308319,0.00314061
673,0.00307554,0.00313794
674,0.00308020,0.00313537
675,0.00307832,0.00313281
676,0.00307666,0.00313003
677,0.00307228,0.00312740
678,0.00306690,0.00312496
679,0.00307229,0.00312228
680,0.00305718,0.00311965
681,0.00305591,0.00311706
682,0.00306924,0.00311466
683,0.00304931,0.00311189
684,0.00304848,0.00310939
685,0.00305487,0.00310692
686,0.00305047,0.00310431
687,0.00304116,0.00310170
688,0.00304259,0.00309913
689,0.00304417,0.00309689
690,0.00303646,0.00309411
691,0.00304389,0.00309167
692,0.00303029,0.00308913
693,0.00303092,0.00308652
694,0.00303101,0.00308399
695,0.00302648,0.00308165
696,0.00301994,0.00307902
697,0.00302819,0.00307655
698,0.00302036,0.00307416
699,0.00301675,0.00307161
700,0.00301657,0.00306919
