epoch,loss,reconstruction_loss,kl_loss
365,0.30537994,0.28557814,13.20119649
366,0.30524096,0.28544084,13.20007914
367,0.30533663,0.28554762,13.19267306
368,0.30510810,0.28532026,13.19189611
369,0.30508756,0.28530167,13.19059611
370,0.30432921,0.28455845,13.18050707
371,0.30444758,0.28467827,13.17953989
372,0.30373862,0.28396357,13.18336896
373,0.30358511,0.28381840,13.17780745
374,0.30337058,0.28359585,13.18315542
375,0.30281886,0.28305589,13.17531106
376,0.30298277,0.28322643,13.17089309
377,0.30224085,0.28249444,13.16427414
378,0.30167423,0.28193535,13.15925627
379,0.30096185,0.28123388,13.15198556
380,0.30091087,0.28119711,13.14250506
381,0.30068651,0.28097458,13.14128765
382,0.30043807,0.28073012,13.13862924
383,0.29989790,0.28019471,13.13546390
384,0.29992496,0.28022951,13.13029467
385,0.29991318,0.28021374,13.13295751
386,0.29994603,0.28025318,13.12857006
387,0.29968707,0.28000292,13.12276533
388,0.29886373,0.27918728,13.11763308
389,0.29855255,0.27888722,13.11021988
390,0.29856745,0.27890688,13.10704281
391,0.29832495,0.27867656,13.09892377
392,0.29776957,0.27812868,13.09392639
393,0.29761302,0.27798258,13.08696387
394,0.29751682,0.27788948,13.08489364
395,0.29706105,0.27743817,13.08191629
396,0.29690280,0.27728758,13.07681031
397,0.29636855,0.27676197,13.07104962
398,0.29645631,0.27685583,13.06698541
399,0.29666265,0.27706802,13.06308987
400,0.29582635,0.27623842,13.05861910
401,0.29500474,0.27542458,13.05343861
402,0.29462060,0.27505183,13.04584787
403,0.29456247,0.27501011,13.03490376
404,0.29443524,0.27489175,13.02899441
405,0.29454118,0.27501168,13.01966651
406,0.29427738,0.27474710,13.02018345
407,0.29394617,0.27441904,13.01808970
408,0.29357880,0.27405744,13.01424183
409,0.29361900,0.27411182,13.00478467
410,0.29264904,0.27314755,13.00099460
411,0.29271148,0.27321556,12.99727594
412,0.29236979,0.27290131,12.97898319
413,0.29231433,0.27285600,12.97221468
414,0.29158716,0.27212622,12.97395750
415,0.29127474,0.27181305,12.97445927
416,0.29133304,0.27188313,12.96660343
417,0.29093550,0.27149567,12.95988734
418,0.29107879,0.27165717,12.94774675
419,0.29039960,0.27098557,12.94268495
420,0.29024024,0.27083058,12.93977664
421,0.28998638,0.27059463,12.92783411
422,0.29000109,0.27061160,12.92632686
423,0.28948413,0.27010543,12.91913176
424,0.28920266,0.26984513,12.90502227
425,0.28925383,0.26990529,12.89902292
426,0.28873035,0.26938802,12.89488277
427,0.28848684,0.26915028,12.89104001
428,0.28891804,0.26958479,12.88883133
429,0.28830961,0.26898591,12.88246454
430,0.28741109,0.26810011,12.87398281
431,0.28735400,0.26804642,12.87172165
432,0.28703199,0.26774347,12.85901652
433,0.28669776,0.26742327,12.84965811
434,0.28662812,0.26735987,12.84549968
435,0.28600898,0.26675083,12.83876805
436,0.28626338,0.26701265,12.83381733
437,0.28619818,0.26696368,12.82300142
438,0.28487944,0.26565036,12.81938522
439,0.28554963,0.26633474,12.80992503
440,0.28506822,0.26586922,12.79933353
441,0.28467638,0.26548298,12.79559922
442,0.28502012,0.26584988,12.78016202
443,0.28493986,0.26577860,12.77417418
444,0.28377576,0.26462093,12.76988473
445,0.28438790,0.26525135,12.75769632
446,0.28361070,0.26447725,12.75563280
447,0.28361331,0.26448686,12.75096788
448,0.28284191,0.26372336,12.74570449
449,0.28326689,0.26416002,12.73791275
450,0.28231858,0.26321952,12.73270538
