threshold,fpr,tpr
3.99285293,0.00000000,0.64416667
3.99166727,0.00000000,0.64500000
3.99127984,0.00000000,0.64583333
3.98941350,0.00000000,0.64666667
3.98900723,0.00000000,0.64750000
3.98795819,0.00000000,0.64833333
3.98161197,0.00000000,0.64916667
3.98027110,0.00000000,0.65000000
3.97710443,0.00000000,0.65083333
3.97066092,0.00000000,0.65166667
3.96960998,0.00000000,0.65250000
3.96775413,0.00000000,0.65333333
3.95771527,0.00000000,0.65416667
3.95720339,0.00000000,0.65500000
3.95661974,0.00000000,0.65583333
3.95650339,0.00000000,0.65666667
3.95566893,0.00000000,0.65750000
3.95376229,0.00000000,0.65833333
3.95141268,0.00000000,0.65916667
3.95089269,0.00000000,0.66000000
3.94543481,0.00000000,0.66083333
3.93783784,0.00000000,0.66166667
3.93639994,0.00000000,0.66250000
3.92359304,0.00000000,0.66333333
3.92246294,0.00000000,0.66416667
3.92119193,0.00000000,0.66500000
3.91757631,0.00000000,0.66583333
3.91597414,0.00000000,0.66666667
3.91079974,0.00000000,0.66750000
3.90447927,0.00000000,0.66833333
3.89731002,0.00000000,0.66916667
3.89656377,0.00000000,0.67000000
3.89630008,0.00000000,0.67083333
3.89597917,0.00000000,0.67166667
3.89413905,0.00000000,0.67250000
3.88861656,0.00000000,0.67333333
3.88517642,0.00000000,0.67416667
3.87752390,0.00000000,0.67500000
3.87683034,0.00000000,0.67583333
3.86637306,0.00000000,0.67666667
3.86567664,0.00000000,0.67750000
3.86472392,0.00000000,0.67833333
3.84871745,0.00000000,0.67916667
3.84475470,0.00000000,0.68000000
3.82682467,0.00000000,0.68083333
3.81965828,0.00000000,0.68166667
3.81483483,0.00000000,0.68250000
3.80802727,0.00000000,0.68333333
3.80612350,0.00000000,0.68416667
3.80512834,0.00000000,0.68500000
3.78557634,0.00000000,0.68583333
3.77830315,0.00000000,0.68666667
3.76788735,0.00000000,0.68750000
3.74687338,0.00000000,0.68833333
3.73353386,0.00000000,0.68916667
3.72510743,0.00000000,0.69000000
3.71653938,0.00000000,0.69083333
3.70990992,0.00000000,0.69166667
3.69603610,0.00000000,0.69250000
3.69000816,0.00000000,0.69333333
3.68424797,0.00000000,0.69416667
3.68306780,0.00000000,0.69500000
3.62974691,0.00000000,0.69583333
3.60578227,0.00000000,0.69666667
3.56725454,0.00000000,0.69750000
3.56539893,0.00000000,0.69833333
3.55194521,0.00000000,0.69916667
3.48956680,0.00000000,0.70000000
3.48352790,0.00000000,0.70083333
3.45755243,0.00000000,0.70166667
3.44470596,0.00000000,0.70250000
3.43474388,0.00000000,0.70333333
3.36436915,0.00000000,0.70416667
3.35021639,0.00000000,0.70500000
3.33698297,0.00000000,0.70583333
3.32612586,0.00000000,0.70666667
3.28411531,0.00000000,0.70750000
3.26132178,0.00000000,0.70833333
3.25318146,0.00000000,0.70916667
3.24274397,0.00000000,0.71000000
3.23343277,0.00000000,0.71083333
3.21659040,0.00000000,0.71166667
3.21340537,0.00000000,0.71250000
3.20767760,0.00000000,0.71333333
3.18199801,0.00000000,0.71416667
3.16067386,0.00000000,0.71500000
3.15215039,0.00000000,0.71583333
3.14958692,0.00000000,0.71666667
3.14891386,0.00000000,0.71750000
3.13682914,0.00000000,0.71833333
3.12893271,0.00000000,0.71916667
3.12165618,0.00000000,0.72000000
3.12093806,0.00000000,0.72083333
3.11258817,0.00000000,0.72166667
3.08450532,0.00000000,0.72250000
3.07110095,0.00000000,0.72333333
3.05849671,0.00000000,0.72416667
3.04190111,0.00000000,0.72500000
3.03899813,0.00000000,0.72583333
3.02863002,0.00000000,0.72666667
2.99753356,0.00000000,0.72750000
2.99651504,0.00000000,0.72833333
2.96562576,0.00000000,0.72916667
2.96197581,0.00000000,0.73000000
2.95709205,0.00000000,0.73083333
2.94989204,0.00000000,0.73166667
2.94843554,0.00000000,0.73250000
2.94001794,0.00000000,0.73333333
2.93625283,0.00000000,0.73416667
2.90006042,0.00000000,0.73500000
2.87534308,0.00000000,0.73583333
2.86003685,0.00000000,0.73666667
2.84809494,0.00000000,0.73750000
2.84594798,0.00000000,0.73833333
2.84477115,0.00000000,0.73916667
2.83667302,0.00000000,0.74000000
2.82319713,0.00000000,0.74083333
2.82121539,0.00000000,0.74166667
2.81439900,0.00000000,0.74250000
2.80624652,0.00000000,0.74333333
2.79814315,0.00000000,0.74416667
2.79465032,0.00000000,0.74500000
2.74658704,0.00000000,0.74583333
2.74593806,0.00000000,0.74666667
2.73201203,0.00000000,0.74750000
2.72291994,0.00000000,0.74833333
2.71368456,0.00000000,0.74916667
2.70109820,0.00000000,0.75000000
2.69296193,0.00000000,0.75083333
2.68872285,0.00000000,0.75166667
2.68499327,0.00000000,0.75250000
2.65086746,0.00000000,0.75333333
2.64450812,0.00000000,0.75416667
2.64103699,0.00000000,0.75500000
2.60004258,0.00000000,0.75583333
2.57463527,0.00000000,0.75666667
2.57457352,0.00000000,0.75750000
2.57160521,0.00000000,0.75833333
2.57152319,0.00000000,0.75916667
2.56970763,0.00000000,0.76000000
2.56728029,0.00000000,0.76083333
2.55752349,0.00000000,0.76166667
2.55576134,0.00000000,0.76250000
2.54154849,0.00000000,0.76333333
2.53166342,0.00000000,0.76416667
2.53093648,0.00000000,0.76500000
2.52727461,0.00000000,0.76583333
2.52044892,0.00000000,0.76666667
2.51584601,0.00000000,0.76750000
2.48970652,0.00000000,0.76833333
2.47641993,0.00000000,0.76916667
2.47247148,0.00000000,0.77000000
2.45511270,0.00000000,0.77083333
2.44752669,0.00000000,0.77166667
2.44379091,0.00000000,0.77250000
2.43499923,0.00000000,0.77333333
2.42680407,0.00000000,0.77416667
2.42248917,0.00000000,0.77500000
2.42185235,0.00000000,0.77583333
2.41374636,0.00000000,0.77666667
2.40366173,0.00000000,0.77750000
2.40317082,0.00000000,0.77833333
2.40226150,0.00000000,0.77916667
2.39875412,0.00000000,0.78000000
2.38771629,0.00000000,0.78083333
2.37962508,0.00000000,0.78166667
2.37167168,0.00000000,0.78250000
2.36882544,0.00083333,0.78250000
2.36345434,0.00083333,0.78333333
2.36063886,0.00083333,0.78416667
2.35051680,0.00083333,0.78500000
2.34793830,0.00083333,0.78583333
2.34457135,0.00083333,0.78666667
2.34048486,0.00083333,0.78750000
2.33883357,0.00083333,0.78833333
2.33657432,0.00083333,0.78916667
2.33159852,0.00083333,0.79000000
2.32665181,0.00083333,0.79083333
2.32537413,0.00083333,0.79166667
2.32388067,0.00083333,0.79250000
2.31601286,0.00083333,0.79333333
2.31103778,0.00083333,0.79416667
2.30878210,0.00083333,0.79500000
2.30722237,0.00083333,0.79583333
2.30405068,0.00083333,0.79666667
2.28368950,0.00083333,0.79750000
2.27009726,0.00083333,0.79833333
2.25528836,0.00083333,0.79916667
2.24564219,0.00083333,0.80000000
2.24056554,0.00083333,0.80083333
2.22988653,0.00083333,0.80166667
2.22811246,0.00083333,0.80250000
2.22064042,0.00083333,0.80333333
2.21316075,0.00083333,0.80416667
2.20076990,0.00083333,0.80500000
2.19998026,0.00083333,0.80583333
2.16980505,0.00083333,0.80666667
2.16260910,0.00083333,0.80750000
2.16113710,0.00083333,0.80833333
2.15965819,0.00083333,0.80916667
2.14505410,0.00083333,0.81000000
2.14205790,0.00083333,0.81083333
2.13534355,0.00166667,0.81083333
2.13216376,0.00166667,0.81166667
2.13173938,0.00166667,0.81250000
2.12930942,0.00166667,0.81333333
2.11983252,0.00166667,0.81416667
2.11428189,0.00166667,0.81500000
2.11144090,0.00166667,0.81583333
2.10751200,0.00166667,0.81666667
2.10745573,0.00166667,0.81750000
2.10721660,0.00166667,0.81833333
2.10625863,0.00166667,0.81916667
2.10442829,0.00166667,0.82000000
2.10417795,0.00166667,0.82083333
2.09254575,0.00166667,0.82166667
2.09076166,0.00166667,0.82250000
2.09035254,0.00166667,0.82333333
2.08915663,0.00166667,0.82416667
2.08884406,0.00166667,0.82500000
2.08866405,0.00166667,0.82583333
2.08862805,0.00166667,0.82666667
2.08784747,0.00166667,0.82750000
2.07999253,0.00166667,0.82833333
2.07495379,0.00166667,0.82916667
2.07455659,0.00166667,0.83000000
2.06987906,0.00166667,0.83083333
2.06772637,0.00166667,0.83166667
2.06395483,0.00166667,0.83250000
2.06181097,0.00166667,0.83333333
2.05991030,0.00166667,0.83416667
2.05866838,0.00166667,0.83500000
2.05805326,0.00166667,0.83583333
2.05223513,0.00166667,0.83666667
2.05152082,0.00166667,0.83750000
2.05119038,0.00166667,0.83833333
2.04724026,0.00166667,0.83916667
2.04206705,0.00166667,0.84000000
2.04029131,0.00166667,0.84083333
2.03973079,0.00166667,0.84166667
2.03693938,0.00166667,0.84250000
2.03259444,0.00166667,0.84333333
2.02416968,0.00166667,0.84416667
2.02214694,0.00166667,0.84500000
2.01544809,0.00166667,0.84583333
2.01423049,0.00166667,0.84666667
2.00546050,0.00166667,0.84750000
2.00114012,0.00166667,0.84833333
1.99438596,0.00166667,0.84916667
1.98604774,0.00166667,0.85000000
1.97129035,0.00166667,0.85083333
1.95584857,0.00166667,0.85166667
1.93866515,0.00166667,0.85250000
1.92576098,0.00166667,0.85333333
1.92382085,0.00166667,0.85416667
1.91989350,0.00166667,0.85500000
1.91108966,0.00250000,0.85500000
1.90409982,0.00250000,0.85583333
1.89887655,0.00250000,0.85666667
1.89821780,0.00250000,0.85750000
1.89014518,0.00250000,0.85833333
1.88784039,0.00250000,0.85916667
1.88691235,0.00250000,0.86000000
1.88134658,0.00250000,0.86083333
1.88002992,0.00250000,0.86166667
1.86972928,0.00250000,0.86250000
1.85518289,0.00250000,0.86333333
1.85137916,0.00250000,0.86416667
1.85012138,0.00250000,0.86500000
1.84639716,0.00250000,0.86583333
1.84607470,0.00250000,0.86666667
1.83963144,0.00250000,0.86750000
1.82951045,0.00250000,0.86833333
1.81115687,0.00250000,0.86916667
1.80808568,0.00250000,0.87000000
1.80550158,0.00250000,0.87083333
1.80517828,0.00250000,0.87166667
1.80366170,0.00250000,0.87250000
1.80291963,0.00250000,0.87333333
1.79968488,0.00250000,0.87416667
1.79244339,0.00250000,0.87500000
1.78940833,0.00250000,0.87583333
1.77567422,0.00250000,0.87666667
1.73856413,0.00250000,0.87750000
1.73728168,0.00250000,0.87833333
1.72767544,0.00250000,0.87916667
1.72179770,0.00250000,0.88000000
1.71723688,0.00250000,0.88083333
1.69626331,0.00250000,0.88166667
1.69310153,0.00250000,0.88250000
1.68983388,0.00250000,0.88333333
1.68559325,0.00250000,0.88416667
1.65242863,0.00250000,0.88500000
1.63179338,0.00250000,0.88583333
1.61965978,0.00250000,0.88666667
1.61873901,0.00250000,0.88750000
1.60067451,0.00250000,0.88833333
1.56904721,0.00250000,0.88916667
1.55165744,0.00250000,0.89000000
1.54977405,0.00250000,0.89083333
1.54782891,0.00250000,0.89166667
1.54423058,0.00250000,0.89250000
1.52426839,0.00250000,0.89333333
1.50768352,0.00250000,0.89416667
1.47068489,0.00250000,0.89500000
1.45774543,0.00250000,0.89583333
1.45509458,0.00250000,0.89666667
1.43251646,0.00250000,0.89750000
1.41950667,0.00250000,0.89833333
1.39960849,0.00250000,0.89916667
1.38510859,0.00250000,0.90000000
1.38047302,0.00333333,0.90000000
1.37630498,0.00333333,0.90083333
1.37466991,0.00333333,0.90166667
1.36736369,0.00333333,0.90250000
1.35928798,0.00333333,0.90333333
1.33525252,0.00333333,0.90416667
1.33027518,0.00333333,0.90500000
1.32688272,0.00333333,0.90583333
1.32600296,0.00333333,0.90666667
1.32309890,0.00333333,0.90750000
1.31571877,0.00333333,0.90833333
1.31513870,0.00333333,0.90916667
1.30011344,0.00333333,0.91000000
1.29883564,0.00333333,0.91083333
1.29241979,0.00333333,0.91166667
1.26376414,0.00333333,0.91250000
1.25208390,0.00333333,0.91333333
1.24239373,0.00333333,0.91416667
1.23230147,0.00333333,0.91500000
1.22884548,0.00333333,0.91583333
1.22290444,0.00333333,0.91666667
1.21994984,0.00333333,0.91750000
1.21441567,0.00333333,0.91833333
1.21336377,0.00333333,0.91916667
1.21318841,0.00333333,0.92000000
1.20311427,0.00333333,0.92083333
1.19185996,0.00333333,0.92166667
1.18197179,0.00333333,0.92250000
1.16984546,0.00333333,0.92333333
1.16813636,0.00333333,0.92416667
1.16233885,0.00333333,0.92500000
1.16042244,0.00333333,0.92583333
1.15215909,0.00333333,0.92666667
1.15127790,0.00333333,0.92750000
1.14973330,0.00333333,0.92833333
1.13860834,0.00333333,0.92916667
1.12336552,0.00333333,0.93000000
1.09986484,0.00333333,0.93083333
1.09405720,0.00333333,0.93166667
1.08273911,0.00333333,0.93250000
1.07270479,0.00333333,0.93333333
1.05742395,0.00333333,0.93416667
1.04419398,0.00333333,0.93500000
1.01831412,0.00333333,0.93583333
1.00960124,0.00333333,0.93666667
1.00623202,0.00333333,0.93750000
0.99526346,0.00333333,0.93833333
0.97446209,0.00333333,0.93916667
0.96649826,0.00333333,0.94000000
0.96367848,0.00333333,0.94083333
0.95587957,0.00333333,0.94166667
0.95142424,0.00333333,0.94250000
0.94061673,0.00333333,0.94333333
0.93401515,0.00333333,0.94416667
0.92019004,0.00333333,0.94500000
0.91702265,0.00416667,0.94500000
0.90628558,0.00416667,0.94583333
0.90291780,0.00416667,0.94666667
0.89175123,0.00416667,0.94750000
0.88833851,0.00416667,0.94833333
0.88056719,0.00416667,0.94916667
0.87240267,0.00416667,0.95000000
0.87152141,0.00416667,0.95083333
0.87138987,0.00416667,0.95166667
0.86535752,0.00416667,0.95250000
0.86410648,0.00416667,0.95333333
0.86246347,0.00416667,0.95416667
0.85617554,0.00416667,0.95500000
0.85609132,0.00416667,0.95583333
0.85565501,0.00416667,0.95666667
0.85134137,0.00416667,0.95750000
0.84942567,0.00416667,0.95833333
0.84904659,0.00416667,0.95916667
0.84598923,0.00416667,0.96000000
0.84281933,0.00416667,0.96083333
0.84162766,0.00416667,0.96166667
0.83508021,0.00416667,0.96250000
0.83089668,0.00416667,0.96333333
0.82994652,0.00500000,0.96333333
0.82401645,0.00500000,0.96416667
0.82324594,0.00500000,0.96500000
0.81713027,0.00500000,0.96583333
0.81443983,0.00500000,0.96666667
0.81176955,0.00500000,0.96750000
0.79009521,0.00500000,0.96833333
0.78525692,0.00500000,0.96916667
0.77337027,0.00500000,0.97000000
0.75865513,0.00500000,0.97083333
0.73808420,0.00500000,0.97166667
0.73702532,0.00500000,0.97250000
0.73296243,0.00500000,0.97333333
0.69483471,0.00500000,0.97416667
0.69035167,0.00500000,0.97500000
0.65736109,0.00500000,0.97583333
0.64071506,0.00500000,0.97666667
0.63330752,0.00500000,0.97750000
0.62619942,0.00500000,0.97833333
0.61759484,0.00500000,0.97916667
0.59951675,0.00500000,0.98000000
0.58898789,0.00500000,0.98083333
0.53902763,0.00500000,0.98166667
0.53767353,0.00500000,0.98250000
0.53533328,0.00583333,0.98250000
0.53069955,0.00583333,0.98333333
0.52977520,0.00583333,0.98416667
0.51713341,0.00583333,0.98500000
0.51387006,0.00583333,0.98583333
0.47176534,0.00583333,0.98666667
0.45778677,0.00583333,0.98750000
0.43927017,0.00583333,0.98833333
0.43388921,0.00583333,0.98916667
0.41741195,0.00666667,0.98916667
0.38844767,0.00666667,0.99000000
0.38063413,0.00750000,0.99000000
0.38029343,0.00750000,0.99083333
0.37648445,0.00750000,0.99166667
0.36575073,0.00750000,0.99250000
0.35512373,0.00750000,0.99333333
0.34750623,0.00750000,0.99416667
0.32549027,0.00833333,0.99416667
0.30617163,0.00833333,0.99500000
0.28718671,0.00916667,0.99500000
0.28695506,0.00916667,0.99583333
0.28592569,0.00916667,0.99666667
0.25227517,0.01000000,0.99666667
0.22945324,0.01000000,0.99750000
0.22622223,0.01000000,0.99833333
0.22308393,0.01000000,0.99916667
0.22109164,0.01083333,0.99916667
0.19309561,0.01166667,0.99916667
0.16797717,0.01250000,0.99916667
0.14548282,0.01333333,0.99916667
0.14019179,0.01333333,1.00000000
0.12540093,0.01416667,1.00000000
0.10754846,0.01500000,1.00000000
0.09176646,0.01583333,1.00000000
0.07791562,0.01666667,1.00000000
0.07425989,0.01750000,1.00000000
0.06988735,0.01833333,1.00000000
0.06675100,0.01916667,1.00000000
0.06586379,0.02000000,1.00000000
0.06564303,0.02083333,1.00000000
0.06491844,0.02166667,1.00000000
0.06294604,0.02250000,1.00000000
0.06155450,0.02333333,1.00000000
0.06080610,0.02416667,1.00000000
0.05848169,0.02500000,1.00000000
0.05807519,0.02583333,1.00000000
0.05764605,0.02666667,1.00000000
0.05718517,0.02750000,1.00000000
0.05596607,0.02833333,1.00000000
0.05549122,0.02916667,1.00000000
0.05441655,0.03000000,1.00000000
0.05435878,0.03083333,1.00000000
0.05431329,0.03166667,1.00000000
0.05427537,0.03250000,1.00000000
0.05406189,0.03333333,1.00000000
0.05405043,0.03416667,1.00000000
0.05394184,0.03500000,1.00000000
0.05349191,0.03583333,1.00000000
0.05262103,0.03666667,1.00000000
0.05168110,0.03750000,1.00000000
0.05143040,0.03833333,1.00000000
0.05045863,0.03916667,1.00000000
0.05033777,0.04000000,1.00000000
0.04993808,0.04083333,1.00000000
0.04991140,0.04166667,1.00000000
0.04901844,0.04250000,1.00000000
0.04859486,0.04333333,1.00000000
0.04806555,0.04416667,1.00000000
0.04721764,0.04500000,1.00000000
0.04695977,0.04583333,1.00000000
0.04668712,0.04666667,1.00000000
0.04650870,0.04750000,1.00000000
0.04590945,0.04833333,1.00000000
0.04554284,0.04916667,1.00000000
0.04548642,0.05000000,1.00000000
0.04438705,0.05083333,1.00000000
0.04424043,0.05166667,1.00000000
0.04392290,0.05250000,1.00000000
0.04390154,0.05333333,1.00000000
0.04346924,0.05416667,1.00000000
0.04342190,0.05500000,1.00000000
0.04317186,0.05583333,1.00000000
0.04155603,0.05666667,1.00000000
0.04148432,0.05750000,1.00000000
0.04127987,0.05833333,1.00000000
0.04124061,0.05916667,1.00000000
0.04121646,0.06000000,1.00000000
0.04078790,0.06083333,1.00000000
0.04044356,0.06166667,1.00000000
0.03967288,0.06250000,1.00000000
0.03966903,0.06333333,1.00000000
0.03933829,0.06416667,1.00000000
0.03920368,0.06500000,1.00000000
0.03901780,0.06583333,1.00000000
0.03881342,0.06666667,1.00000000
0.03872653,0.06750000,1.00000000
0.03860942,0.06833333,1.00000000
0.03819180,0.06916667,1.00000000
0.03798926,0.07000000,1.00000000
0.03792233,0.07083333,1.00000000
0.03789319,0.07166667,1.00000000
0.03774470,0.07250000,1.00000000
0.03723988,0.07333333,1.00000000
0.03720639,0.07416667,1.00000000
0.03690797,0.07500000,1.00000000
0.03667653,0.07583333,1.00000000
0.03643560,0.07666667,1.00000000
0.03632587,0.07750000,1.00000000
0.03579795,0.07833333,1.00000000
0.03574251,0.07916667,1.00000000
0.03558277,0.08000000,1.00000000
0.03518017,0.08083333,1.00000000
0.03501605,0.08166667,1.00000000
0.03494713,0.08250000,1.00000000
0.03494173,0.08333333,1.00000000
0.03492926,0.08416667,1.00000000
0.03483943,0.08500000,1.00000000
0.03482334,0.08583333,1.00000000
0.03477461,0.08666667,1.00000000
0.03476143,0.08750000,1.00000000
0.03469586,0.08833333,1.00000000
0.03467235,0.08916667,1.00000000
0.03460753,0.09000000,1.00000000
0.03418214,0.09083333,1.00000000
0.03413728,0.09166667,1.00000000
0.03401346,0.09250000,1.00000000
0.03385630,0.09333333,1.00000000
0.03365986,0.09416667,1.00000000
0.03333861,0.09500000,1.00000000
0.03330020,0.09583333,1.00000000
0.03327532,0.09666667,1.00000000
0.03302434,0.09750000,1.00000000
0.03279899,0.09833333,1.00000000
0.03279587,0.09916667,1.00000000
0.03268192,0.10000000,1.00000000
0.03229575,0.10083333,1.00000000
0.03224641,0.10166667,1.00000000
0.03215509,0.10250000,1.00000000
0.03214398,0.10333333,1.00000000
0.03199793,0.10416667,1.00000000
0.03193224,0.10500000,1.00000000
0.03184983,0.10583333,1.00000000
0.03169735,0.10666667,1.00000000
0.03166887,0.10750000,1.00000000
0.03162619,0.10833333,1.00000000
0.03150233,0.10916667,1.00000000
0.03142538,0.11000000,1.00000000
0.03127298,0.11083333,1.00000000
0.03124321,0.11166667,1.00000000
0.03123378,0.11250000,1.00000000
0.03085398,0.11333333,1.00000000
0.03066182,0.11416667,1.00000000
0.03051400,0.11500000,1.00000000
0.03048880,0.11583333,1.00000000
0.03037770,0.11666667,1.00000000
0.03030658,0.11750000,1.00000000
0.03025319,0.11833333,1.00000000
0.03013704,0.11916667,1.00000000
0.03013428,0.12000000,1.00000000
0.03006151,0.12083333,1.00000000
0.03003616,0.12166667,1.00000000
0.02993314,0.12250000,1.00000000
0.02977456,0.12333333,1.00000000
0.02977355,0.12416667,1.00000000
0.02975934,0.12500000,1.00000000
0.02972696,0.12583333,1.00000000
0.02967299,0.12666667,1.00000000
0.02966982,0.12750000,1.00000000
0.02960659,0.12833333,1.00000000
0.02954118,0.12916667,1.00000000
0.02945653,0.13000000,1.00000000
0.02937825,0.13083333,1.00000000
0.02932562,0.13166667,1.00000000
0.02919112,0.13250000,1.00000000
0.02911792,0.13333333,1.00000000
0.02908391,0.13416667,1.00000000
0.02899476,0.13500000,1.00000000
0.02898732,0.13583333,1.00000000
0.02896789,0.13666667,1.00000000
0.02887562,0.13750000,1.00000000
0.02884855,0.13833333,1.00000000
0.02880062,0.13916667,1.00000000
0.02876802,0.14000000,1.00000000
0.02859576,0.14083333,1.00000000
0.02858323,0.14166667,1.00000000
0.02856174,0.14250000,1.00000000
0.02855064,0.14333333,1.00000000
0.02852332,0.14416667,1.00000000
0.02847221,0.14500000,1.00000000
0.02832722,0.14583333,1.00000000
0.02813794,0.14666667,1.00000000
0.02809854,0.14750000,1.00000000
0.02796607,0.14833333,1.00000000
0.02790739,0.14916667,1.00000000
0.02759098,0.15000000,1.00000000
0.02754916,0.15083333,1.00000000
0.02742352,0.15166667,1.00000000
0.02736760,0.15250000,1.00000000
0.02733658,0.15333333,1.00000000
0.02733594,0.15416667,1.00000000
0.02731773,0.15500000,1.00000000
0.02719849,0.15583333,1.00000000
0.02719387,0.15666667,1.00000000
0.02718041,0.15750000,1.00000000
0.02717019,0.15833333,1.00000000
0.02689306,0.15916667,1.00000000
0.02669413,0.16000000,1.00000000
0.02663763,0.16083333,1.00000000
0.02660228,0.16166667,1.00000000
0.02657529,0.16250000,1.00000000
0.02653898,0.16333333,1.00000000
0.02653203,0.16416667,1.00000000
0.02647992,0.16500000,1.00000000
0.02638148,0.16583333,1.00000000
0.02630873,0.16666667,1.00000000
0.02629812,0.16750000,1.00000000
0.02623811,0.16833333,1.00000000
0.02622136,0.16916667,1.00000000
0.02621179,0.17000000,1.00000000
0.02617782,0.17083333,1.00000000
0.02608884,0.17166667,1.00000000
0.02607659,0.17250000,1.00000000
0.02604991,0.17333333,1.00000000
0.02597879,0.17416667,1.00000000
0.02596328,0.17500000,1.00000000
0.02590387,0.17583333,1.00000000
0.02590197,0.17666667,1.00000000
0.02589614,0.17750000,1.00000000
0.02589557,0.17833333,1.00000000
0.02582937,0.17916667,1.00000000
0.02580905,0.18000000,1.00000000
0.02573039,0.18083333,1.00000000
0.02571189,0.18166667,1.00000000
0.02555540,0.18250000,1.00000000
0.02552785,0.18333333,1.00000000
0.02544035,0.18416667,1.00000000
0.02540627,0.18500000,1.00000000
0.02533948,0.18583333,1.00000000
0.02530615,0.18666667,1.00000000
0.02528586,0.18750000,1.00000000
0.02526804,0.18833333,1.00000000
0.02523749,0.18916667,1.00000000
0.02519721,0.19000000,1.00000000
0.02511598,0.19083333,1.00000000
0.02509348,0.19166667,1.00000000
0.02508263,0.19250000,1.00000000
0.02506211,0.19333333,1.00000000
0.02503520,0.19416667,1.00000000
0.02496971,0.19500000,1.00000000
0.02491778,0.19583333,1.00000000
0.02489752,0.19666667,1.00000000
0.02488005,0.19750000,1.00000000
0.02477682,0.19833333,1.00000000
0.02468085,0.19916667,1.00000000
0.02466817,0.20000000,1.00000000
0.02456789,0.20083333,1.00000000
0.02451811,0.20166667,1.00000000
0.02437999,0.20250000,1.00000000
0.02424997,0.20333333,1.00000000
0.02421623,0.20416667,1.00000000
0.02419756,0.20500000,1.00000000
0.02417089,0.20583333,1.00000000
0.02415401,0.20666667,1.00000000
0.02413086,0.20750000,1.00000000
0.02401870,0.20833333,1.00000000
0.02401226,0.20916667,1.00000000
0.02399008,0.21000000,1.00000000
0.02388462,0.21083333,1.00000000
0.02383837,0.21166667,1.00000000
0.02379235,0.21250000,1.00000000
0.02376865,0.21333333,1.00000000
0.02374202,0.21416667,1.00000000
0.02373113,0.21500000,1.00000000
0.02360892,0.21583333,1.00000000
0.02349669,0.21666667,1.00000000
0.02340484,0.21750000,1.00000000
0.02332880,0.21833333,1.00000000
0.02319217,0.21916667,1.00000000
0.02315917,0.22000000,1.00000000
0.02315703,0.22083333,1.00000000
0.02311447,0.22166667,1.00000000
0.02310712,0.22250000,1.00000000
0.02298207,0.22333333,1.00000000
0.02298037,0.22416667,1.00000000
0.02296657,0.22500000,1.00000000
0.02289051,0.22583333,1.00000000
0.02286988,0.22666667,1.00000000
0.02284584,0.22750000,1.00000000
0.02283794,0.22833333,1.00000000
0.02278347,0.22916667,1.00000000
0.02268336,0.23000000,1.00000000
0.02253710,0.23083333,1.00000000
0.02242269,0.23166667,1.00000000
0.02242068,0.23250000,1.00000000
0.02238970,0.23333333,1.00000000
0.02238425,0.23416667,1.00000000
0.02233306,0.23500000,1.00000000
0.02227460,0.23583333,1.00000000
0.02227117,0.23666667,1.00000000
0.02226496,0.23750000,1.00000000
0.02226198,0.23833333,1.00000000
0.02225331,0.23916667,1.00000000
0.02223057,0.24000000,1.00000000
0.02222876,0.24083333,1.00000000
0.02221625,0.24166667,1.00000000
0.02220871,0.24250000,1.00000000
0.02218979,0.24333333,1.00000000
0.02218925,0.24416667,1.00000000
0.02218812,0.24500000,1.00000000
0.02218623,0.24583333,1.00000000
0.02217641,0.24666667,1.00000000
0.02217543,0.24750000,1.00000000
0.02217309,0.24833333,1.00000000
0.02217164,0.24916667,1.00000000
0.02212143,0.25000000,1.00000000
0.02211413,0.25083333,1.00000000
0.02209811,0.25166667,1.00000000
0.02208450,0.25250000,1.00000000
0.02206068,0.25333333,1.00000000
0.02203308,0.25416667,1.00000000
0.02202281,0.25500000,1.00000000
0.02198720,0.25583333,1.00000000
0.02197385,0.25666667,1.00000000
0.02190770,0.25750000,1.00000000
0.02188754,0.25833333,1.00000000
0.02184448,0.25916667,1.00000000
0.02179594,0.26000000,1.00000000
0.02179099,0.26083333,1.00000000
0.02172731,0.26166667,1.00000000
0.02171488,0.26250000,1.00000000
0.02169910,0.26333333,1.00000000
0.02156275,0.26416667,1.00000000
0.02155391,0.26500000,1.00000000
0.02147822,0.26583333,1.00000000
0.02143698,0.26666667,1.00000000
0.02133397,0.26750000,1.00000000
0.02127408,0.26833333,1.00000000
0.02126314,0.26916667,1.00000000
0.02124198,0.27000000,1.00000000
0.02118762,0.27083333,1.00000000
0.02117314,0.27166667,1.00000000
0.02113376,0.27250000,1.00000000
0.02112576,0.27333333,1.00000000
0.02112236,0.27416667,1.00000000
0.02098642,0.27500000,1.00000000
0.02097541,0.27583333,1.00000000
0.02095954,0.27666667,1.00000000
0.02093133,0.27750000,1.00000000
0.02093091,0.27833333,1.00000000
0.02084396,0.27916667,1.00000000
0.02079336,0.28000000,1.00000000
0.02076635,0.28083333,1.00000000
0.02073949,0.28166667,1.00000000
0.02069825,0.28250000,1.00000000
0.02058437,0.28333333,1.00000000
0.02055596,0.28416667,1.00000000
0.02055590,0.28500000,1.00000000
0.02055177,0.28583333,1.00000000
0.02053206,0.28666667,1.00000000
0.02046877,0.28750000,1.00000000
0.02044483,0.28833333,1.00000000
0.02043734,0.28916667,1.00000000
0.02039531,0.29000000,1.00000000
0.02034918,0.29083333,1.00000000
