epoch,loss,reconstruction_loss,kl_loss
56,0.27065605,0.25387145,11.18973515
57,0.26955500,0.25261450,11.29366856
58,0.26608094,0.24898953,11.39427349
59,0.26345627,0.24622593,11.48689243
60,0.26335924,0.24598811,11.58074725
61,0.26082986,0.24331252,11.67822782
62,0.25893378,0.24127655,11.77148662
63,0.25738188,0.23958301,11.86591647
64,0.25492293,0.23698773,11.95680059
65,0.25368847,0.23562168,12.04452085
66,0.25103678,0.23283907,12.13180398
67,0.24905867,0.23073052,12.21876693
68,0.24832518,0.22986885,12.30422081
69,0.24511595,0.22653289,12.38870733
70,0.24453302,0.22582366,12.47290418
71,0.24220774,0.22337543,12.55487582
72,0.23947937,0.22052423,12.63675885
73,0.23828849,0.21921237,12.71741070
74,0.23639664,0.21719842,12.79881594
75,0.23460334,0.21528901,12.87621672
76,0.23301341,0.21357991,12.95566572
77,0.23170935,0.21215473,13.03641357
78,0.22883541,0.20916363,13.11452051
79,0.22804856,0.20826306,13.19032774
80,0.22542961,0.20553374,13.26391157
81,0.22298494,0.20297921,13.33715210
82,0.22275500,0.20263716,13.41189127
83,0.22083213,0.20060510,13.48468285
84,0.21808244,0.19774979,13.55509930
85,0.21664848,0.19620611,13.62824751
86,0.21532386,0.19477516,13.69913412
87,0.21389884,0.19324304,13.77053728
88,0.21148082,0.19071276,13.84537083
89,0.20971323,0.18884419,13.91269900
90,0.20815619,0.18718061,13.98372123
91,0.20706445,0.18598378,14.05378276
92,0.20544249,0.18426520,14.11819439
93,0.20354312,0.18226902,14.18273707
94,0.20329310,0.18191818,14.24994125
95,0.20162294,0.18014418,14.31917290
96,0.19934176,0.17775905,14.38847230
97,0.19863576,0.17695443,14.45422097
98,0.19814799,0.17636746,14.52035385
99,0.19684052,0.17495643,14.58938929
100,0.19413010,0.17214968,14.65361283
101,0.19430448,0.17222443,14.72003579
102,0.19200993,0.16983233,14.78506901
103,0.19149940,0.16922586,14.84902797
104,0.19002314,0.16765315,14.91333020
105,0.18924100,0.16678221,14.97253035
106,0.18738380,0.16484104,15.02850165
107,0.18797866,0.16534174,15.09128009
108,0.18622992,0.16349725,15.15511600
109,0.18500011,0.16217933,15.21385736
110,0.18451356,0.16160551,15.27203396
111,0.18415424,0.16115764,15.33106866
112,0.18265407,0.15957490,15.38611359
113,0.18118297,0.15801375,15.44614983
114,0.18149027,0.15823466,15.50374075
115,0.17948713,0.15614588,15.56082940
116,0.17907052,0.15564752,15.61532995
117,0.17838419,0.15488034,15.66923242
118,0.17735028,0.15376610,15.72279077
119,0.17603599,0.15236864,15.77823348
120,0.17662722,0.15288459,15.82841918
121,0.17503133,0.15120795,15.88224895
122,0.17468624,0.15078875,15.93166053
123,0.17413242,0.15015441,15.98533806
124,0.17272478,0.14867087,16.03594279
125,0.17301679,0.14888606,16.08715474
126,0.17187483,0.14767176,16.13537548
127,0.17073018,0.14645476,16.18361798
128,0.17084011,0.14649198,16.23208171
129,0.17008555,0.14566876,16.27785579
130,0.16866632,0.14417854,16.32518582
131,0.16856800,0.14400618,16.37454376
132,0.16853809,0.14390747,16.42040982
133,0.16685843,0.14216031,16.46541250
134,0.16734197,0.14257562,16.51090118
135,0.16623703,0.14140471,16.55487857
136,0.16467062,0.13977234,16.59885234
137,0.16538490,0.14041933,16.64371750
138,0.16453474,0.13950422,16.68701782
139,0.16404772,0.13895319,16.72968400
140,0.16341758,0.13826335,16.76948730
141,0.16323415,0.13801644,16.81180807
142,0.16247792,0.13719511,16.85520602
143,0.16149343,0.13614476,16.89911112
144,0.16120408,0.13579693,16.93810311
145,0.16125958,0.13579392,16.97711131
146,0.16018054,0.13465442,17.01741372
147,0.15948649,0.13390243,17.05603483
148,0.15891296,0.13326863,17.09621992
149,0.15919099,0.13348915,17.13455813
150,0.15875213,0.13299192,17.17346873
151,0.15798447,0.13216416,17.21354041
152,0.15723082,0.13136008,17.24715601
153,0.15627866,0.13034874,17.28661288
154,0.15594875,0.12995886,17.32659077
155,0.15518125,0.12913936,17.36126100
156,0.15521025,0.12911174,17.39900461
157,0.15487601,0.12872104,17.43664516
158,0.15483036,0.12862149,17.47257914
159,0.15360057,0.12734228,17.50552668
160,0.15362456,0.12731232,17.54149190
161,0.15284624,0.12648315,17.57539035
162,0.15225986,0.12584907,17.60718931
163,0.15147524,0.12501386,17.64092013
164,0.15175091,0.12523717,17.67582177
165,0.15107189,0.12450574,17.71077191
166,0.15034661,0.12372820,17.74560492
167,0.14984362,0.12317713,17.77766218
168,0.15038586,0.12367034,17.81035024
169,0.14926063,0.12250281,17.83854730
170,0.14914119,0.12233391,17.87152035
171,0.14824620,0.12139504,17.90077021
172,0.14835877,0.12146050,17.93218208
173,0.14722185,0.12027842,17.96228656
174,0.14780424,0.12081439,17.99323033
175,0.14650521,0.11946723,18.02532122
176,0.14605277,0.11896858,18.05612683
177,0.14568933,0.11855989,18.08629651
178,0.14563149,0.11846027,18.11414894
179,0.14454792,0.11733295,18.14330817
180,0.14467572,0.11741560,18.17341372
181,0.14392212,0.11661476,18.20490557
182,0.14387446,0.11652745,18.23134037
183,0.14367420,0.11628536,18.25922588
184,0.14314374,0.11571209,18.28776562
185,0.14241975,0.11494400,18.31717269
186,0.14177815,0.11426223,18.34394784
187,0.14163208,0.11407242,18.37310684
188,0.14181951,0.11421912,18.40025896
189,0.14047834,0.11283947,18.42590782
190,0.13958318,0.11191083,18.44823183
191,0.14035879,0.11264945,18.47289607
192,0.14009573,0.11235002,18.49714042
193,0.13912228,0.11133499,18.52486449
194,0.13870070,0.11087555,18.55010449
195,0.13893286,0.11107034,18.57500874
196,0.13772703,0.10982273,18.60286211
197,0.13784707,0.10990681,18.62683635
198,0.13707847,0.10910148,18.65132509
199,0.13684699,0.10883035,18.67775518
200,0.13667357,0.10862237,18.70079965
201,0.13634249,0.10825204,18.72696281
202,0.13565634,0.10753083,18.75034087
203,0.13580360,0.10764468,18.77261426
204,0.13560501,0.10740749,18.79834091
205,0.13428613,0.10605420,18.82128192
206,0.13443358,0.10616687,18.84447078
207,0.13392299,0.10561786,18.87009004
208,0.13311965,0.10478021,18.89295627
209,0.13297784,0.10460280,18.91669227
210,0.13301777,0.10461033,18.93829085
211,0.13215186,0.10370607,18.96386396
212,0.13166163,0.10318454,18.98472946
213,0.13187953,0.10337127,19.00550539
214,0.13108615,0.10254530,19.02723244
215,0.13105193,0.10247755,19.04958715
216,0.13024074,0.10163286,19.07192448
217,0.13031546,0.10167767,19.09186313
218,0.12979296,0.10112711,19.11056125
219,0.12972805,0.10102894,19.13273938
220,0.12897095,0.10023951,19.15428995
221,0.12860392,0.09984213,19.17452446
222,0.12838499,0.09959198,19.19533990
223,0.12791058,0.09908440,19.21745316
224,0.12762084,0.09876847,19.23491704
225,0.12746288,0.09858112,19.25450457
226,0.12669159,0.09778371,19.27191812
227,0.12719761,0.09825591,19.29446390
228,0.12657157,0.09759769,19.31592134
229,0.12592634,0.09692629,19.33336511
230,0.12489658,0.09586786,19.35247775
231,0.12511795,0.09606201,19.37062810
232,0.12486897,0.09578196,19.39133942
233,0.12408808,0.09497375,19.40955339
234,0.12362664,0.09448370,19.42862766
235,0.12323194,0.09406007,19.44791578
236,0.12285888,0.09366077,19.46540097
237,0.12319382,0.09396762,19.48413347
238,0.12261005,0.09335849,19.50104260
239,0.12225971,0.09298254,19.51811092
240,0.12184959,0.09254164,19.53863839
241,0.12158464,0.09225262,19.55467913
242,0.12169902,0.09234026,19.57251274
243,0.12055548,0.09117270,19.58851914
244,0.12043294,0.09102301,19.60661982
245,0.12067192,0.09123710,19.62320989
246,0.12017463,0.09071389,19.64048968
247,0.12018288,0.09069746,19.65694663
248,0.11936958,0.08986153,19.67203722
249,0.11894657,0.08941426,19.68820648
250,0.11919405,0.08964085,19.70213232
251,0.11847447,0.08889527,19.71946909
252,0.11799444,0.08839226,19.73478413
253,0.11766995,0.08803907,19.75391588
254,0.11767148,0.08801533,19.77076488
255,0.11689628,0.08721495,19.78755081
256,0.11715959,0.08745433,19.80350759
257,0.11669397,0.08696101,19.82197226
258,0.11675680,0.08699860,19.83880012
259,0.11537063,0.08559107,19.85304163
260,0.11619217,0.08638646,19.87047168
261,0.11525202,0.08542496,19.88471055
262,0.11418772,0.08433840,19.89954363
263,0.11451113,0.08463905,19.91471861
264,0.11455113,0.08465912,19.92800399
265,0.11352365,0.08360885,19.94320182
266,0.11354214,0.08360323,19.95927610
267,0.11343618,0.08347844,19.97182827
268,0.11260293,0.08262712,19.98387070
269,0.11210182,0.08210824,19.99572040
270,0.11235561,0.08234296,20.00842996
271,0.11167331,0.08163702,20.02419439
272,0.11136581,0.08131333,20.03498840
273,0.11156676,0.08149685,20.04661118
274,0.11128138,0.08119214,20.05949209
275,0.11064752,0.08054103,20.07099105
276,0.11099320,0.08086478,20.08560778
277,0.11047846,0.08033142,20.09802373
278,0.10967612,0.07951116,20.10997325
279,0.11002315,0.07984386,20.11953025
280,0.10939725,0.07919694,20.13353885
281,0.10899541,0.07877776,20.14510283
282,0.10860205,0.07836733,20.15648564
283,0.10887634,0.07862445,20.16792611
284,0.10812709,0.07785567,20.18094697
285,0.10827049,0.07798115,20.19289410
286,0.10743454,0.07712603,20.20567536
287,0.10716337,0.07683873,20.21642459
288,0.10711904,0.07677661,20.22828435
289,0.10682840,0.07646879,20.23973506
290,0.10705616,0.07667357,20.25505988
291,0.10610970,0.07571211,20.26506488
292,0.10626360,0.07585113,20.27498167
293,0.10566239,0.07523246,20.28662483
294,0.10564896,0.07520397,20.29666140
295,0.10543469,0.07497128,20.30894073
296,0.10509933,0.07462000,20.31954999
297,0.10494637,0.07445236,20.32933591
298,0.10430231,0.07379154,20.34051202
299,0.10445222,0.07392769,20.34968826
300,0.10404328,0.07350559,20.35846064
301,0.10370533,0.07315213,20.36880119
302,0.10380970,0.07324190,20.37853144
303,0.10386393,0.07328326,20.38711456
304,0.10326604,0.07266456,20.40098644
305,0.10296114,0.07235367,20.40498447
306,0.10299660,0.07237201,20.41638801
307,0.10240842,0.07177185,20.42437752
308,0.10200062,0.07135065,20.43331193
309,0.10161165,0.07094794,20.44247378
310,0.10177824,0.07110307,20.45011374
311,0.10162147,0.07093465,20.45787490
312,0.10155461,0.07085308,20.46769080
313,0.10120842,0.07049485,20.47571097
314,0.10086386,0.07013995,20.48260883
315,0.10079581,0.07006123,20.48971781
316,0.10005325,0.06930651,20.49782599
317,0.10013501,0.06937627,20.50582977
318,0.09989021,0.06912154,20.51245189
319,0.09943198,0.06864967,20.52153833
320,0.09946517,0.06867057,20.52973580
321,0.09927458,0.06846938,20.53679836
322,0.09862594,0.06780744,20.54566309
323,0.09832508,0.06749882,20.55084406
324,0.09859186,0.06775587,20.55732601
325,0.09808781,0.06724338,20.56295235
326,0.09777585,0.06692247,20.56891659
327,0.09783403,0.06697076,20.57551610
328,0.09800599,0.06713378,20.58147576
329,0.09763167,0.06675020,20.58764952
330,0.09766938,0.06677230,20.59805308
331,0.09693497,0.06603068,20.60285860
332,0.09682440,0.06591218,20.60814599
333,0.09677329,0.06584759,20.61713664
334,0.09664230,0.06570695,20.62356974
335,0.09664247,0.06569810,20.62958122
336,0.09623661,0.06528398,20.63508904
337,0.09567332,0.06471353,20.63986516
338,0.09538399,0.06441485,20.64608916
339,0.09603092,0.06505461,20.65087750
340,0.09575420,0.06476596,20.65882706
341,0.09515258,0.06415634,20.66415940
342,0.09457681,0.06357367,20.66875765
343,0.09474490,0.06373576,20.67276127
344,0.09474570,0.06373261,20.67539264
345,0.09455877,0.06353724,20.68101883
346,0.09437322,0.06334126,20.68797409
347,0.09375220,0.06271416,20.69202260
348,0.09340238,0.06236237,20.69334199
349,0.09366620,0.06261712,20.69938512
350,0.09368180,0.06262507,20.70448455
351,0.09333570,0.06227644,20.70617436
352,0.09278015,0.06171305,20.71140299
353,0.09268696,0.06161517,20.71453122
354,0.09282060,0.06174462,20.71732286
355,0.09242611,0.06134556,20.72037068
356,0.09229590,0.06120789,20.72534283
357,0.09210049,0.06101008,20.72694062
358,0.09203363,0.06093580,20.73189029
359,0.09165562,0.06055773,20.73192715
360,0.09132982,0.06022700,20.73521287
361,0.09135427,0.06024540,20.73924265
362,0.09132459,0.06021227,20.74154354
363,0.09129444,0.06017714,20.74487256
364,0.09080989,0.05968670,20.74879386
365,0.09072257,0.05959696,20.75040765
366,0.09113866,0.06000885,20.75320697
367,0.09039263,0.05925771,20.75661303
368,0.08984110,0.05870306,20.75869416
369,0.08997990,0.05883976,20.76008787
370,0.09018457,0.05904914,20.75695487
371,0.09003434,0.05889363,20.76046990
372,0.08966718,0.05852383,20.76223169
373,0.08980137,0.05865422,20.76477111
374,0.08965281,0.05850459,20.76547580
375,0.08900312,0.05785002,20.76873452
376,0.08883449,0.05768081,20.76911911
377,0.08896442,0.05780972,20.76979900
378,0.08863449,0.05747239,20.77473020
379,0.08884442,0.05768117,20.77549623
380,0.08845146,0.05728507,20.77759005
381,0.08835123,0.05718434,20.77793065
382,0.08824980,0.05708001,20.77986155
383,0.08791454,0.05674360,20.78062885
384,0.08824880,0.05707744,20.78090530
385,0.08754043,0.05636691,20.78234585
386,0.08767654,0.05650324,20.78219694
387,0.08740745,0.05623094,20.78434158
388,0.08707487,0.05589545,20.78627907
389,0.08709188,0.05591272,20.78610591
390,0.08702893,0.05584940,20.78635159
391,0.08631415,0.05513710,20.78470224
392,0.08664453,0.05546760,20.78461466
393,0.08653610,0.05535966,20.78429927
394,0.08645404,0.05527162,20.78828216
395,0.08582432,0.05464609,20.78548749
396,0.08583429,0.05465670,20.78505670
397,0.08588304,0.05470899,20.78270066
398,0.08568801,0.05451398,20.78268641
399,0.08533950,0.05416485,20.78309614
400,0.08560498,0.05442892,20.78403983
401,0.08564255,0.05446842,20.78275394
402,0.08525442,0.05408101,20.78226915
403,0.08507133,0.05389772,20.78240509
404,0.08506844,0.05389400,20.78296403
405,0.08474277,0.05357387,20.77926461
406,0.08436562,0.05319797,20.77843627
407,0.08460675,0.05344398,20.77517850
408,0.08412923,0.05296566,20.77571822
409,0.08432371,0.05316300,20.77380809
410,0.08419768,0.05304008,20.77172772
411,0.08397348,0.05281473,20.77250019
412,0.08388379,0.05272725,20.77102936
413,0.08364424,0.05248732,20.77127793
414,0.08398449,0.05282848,20.77067338
415,0.08340809,0.05225490,20.76878842
416,0.08333444,0.05218025,20.76946007
417,0.08309762,0.05194954,20.76538152
418,0.08334851,0.05219941,20.76606682
419,0.08291946,0.05177756,20.76127194
420,0.08294008,0.05180041,20.75977709
421,0.08286574,0.05172428,20.76097019
422,0.08262620,0.05148784,20.75890430
423,0.08260905,0.05147432,20.75648088
424,0.08224146,0.05110698,20.75631673
425,0.08223959,0.05110797,20.75440936
426,0.08254776,0.05142032,20.75162210
427,0.08233667,0.05121008,20.75106154
428,0.08181348,0.05069174,20.74783045
429,0.08203925,0.05092138,20.74524333
430,0.08163942,0.05052601,20.74227448
431,0.08170741,0.05059687,20.74035843
432,0.08124347,0.05013789,20.73705512
433,0.08187450,0.05077096,20.73569773
434,0.08133969,0.05023899,20.73380571
435,0.08090499,0.04980581,20.73278884
436,0.08089351,0.04979746,20.73070456
437,0.08097530,0.04988335,20.72796740
438,0.08073700,0.04964898,20.72535262
439,0.08077256,0.04969063,20.72129018
440,0.08032889,0.04925140,20.71832351
441,0.08025287,0.04918173,20.71409543
442,0.08006971,0.04900417,20.71035913
443,0.08023530,0.04917451,20.70719238
444,0.08003211,0.04897465,20.70497104
445,0.08017578,0.04912147,20.70287436
446,0.07995994,0.04891088,20.69937155
447,0.07988133,0.04883245,20.69925847
448,0.07985467,0.04881149,20.69545491
449,0.07959690,0.04855709,20.69320650
450,0.07955675,0.04852296,20.68918849
