epoch,loss,validation_loss
218,0.01024871,0.00987164
219,0.01025089,0.00984965
220,0.01028377,0.00982751
221,0.01019670,0.00980543
222,0.01014425,0.00978365
223,0.01022708,0.00976217
224,0.01016326,0.00974051
225,0.01010911,0.00971866
226,0.01013835,0.00969665
227,0.01003676,0.00967525
228,0.01010051,0.00965448
229,0.01003986,0.00963357
230,0.00997147,0.00961250
231,0.00998034,0.00959114
232,0.00994873,0.00957002
233,0.00997473,0.00954923
234,0.00997329,0.00952873
235,0.00994711,0.00950764
236,0.00990453,0.00948759
237,0.00988426,0.00946652
238,0.00985366,0.00944628
239,0.00982532,0.00942617
240,0.00978413,0.00940610
241,0.00978316,0.00938539
242,0.00976884,0.00936498
243,0.00980775,0.00934663
244,0.00974924,0.00932515
245,0.00971544,0.00930550
246,0.00969309,0.00928654
247,0.00964648,0.00926578
248,0.00962359,0.00924699
249,0.00972293,0.00922786
250,0.00960385,0.00920763
251,0.00959862,0.00918802
252,0.00955565,0.00916920
253,0.00954964,0.00915034
254,0.00950231,0.00913135
255,0.00947306,0.00911211
256,0.00943555,0.00909331
257,0.00946728,0.00907455
258,0.00942146,0.00905576
259,0.00942330,0.00903743
260,0.00939965,0.00901868
261,0.00935546,0.00900046
262,0.00937762,0.00898197
263,0.00940330,0.00896393
264,0.00933675,0.00894542
265,0.00939284,0.00892843
266,0.00933133,0.00891045
267,0.00928101,0.00889230
268,0.00923671,0.00887428
269,0.00923819,0.00885632
270,0.00923346,0.00883875
271,0.00916080,0.00882150
272,0.00921053,0.00880380
273,0.00916408,0.00878598
274,0.00915596,0.00876975
275,0.00911462,0.00875103
276,0.00918051,0.00873403
277,0.00911767,0.00871663
278,0.00912334,0.00869947
279,0.00909339,0.00868271
280,0.00908208,0.00866530
281,0.00907304,0.00864851
282,0.00903141,0.00863155
283,0.00901643,0.00861544
284,0.00897156,0.00859827
285,0.00896635,0.00858152
286,0.00896858,0.00856472
287,0.00891496,0.00854878
288,0.00893281,0.00853256
289,0.00888902,0.00851616
290,0.00886484,0.00850069
291,0.00888031,0.00848379
292,0.00886450,0.00846767
293,0.00884683,0.00845164
294,0.00884051,0.00843581
295,0.00878061,0.00841989
296,0.00877148,0.00840375
297,0.00876541,0.00838856
298,0.00876852,0.00837286
299,0.00875052,0.00835822
300,0.00869864,0.00834306
301,0.00872196,0.00832640
302,0.00871548,0.00831105
303,0.00866193,0.00829631
304,0.00865277,0.00828039
305,0.00862340,0.00826530
306,0.00859440,0.00825016
307,0.00865170,0.00823591
308,0.00865174,0.00822033
309,0.00857569,0.00820518
310,0.00856228,0.00819121
311,0.00854985,0.00817594
312,0.00856178,0.00816130
313,0.00852870,0.00814661
314,0.00854952,0.00813185
315,0.00852283,0.00811770
316,0.00846604,0.00810328
317,0.00845741,0.00808923
318,0.00843878,0.00807448
319,0.00842233,0.00806043
320,0.00842215,0.00804573
321,0.00841248,0.00803173
322,0.00842017,0.00801801
323,0.00840867,0.00800392
324,0.00835494,0.00798998
325,0.00839131,0.00797580
326,0.00832528,0.00796210
327,0.00836206,0.00794823
328,0.00832871,0.00793500
329,0.00828524,0.00792090
330,0.00830202,0.00790753
331,0.00824010,0.00789369
332,0.00829528,0.00788092
333,0.00824172,0.00786714
334,0.00821321,0.00785428
335,0.00821349,0.00784010
336,0.00825275,0.00782736
337,0.00817090,0.00781445
338,0.00817426,0.00780110
339,0.00815415,0.00778806
340,0.00812400,0.00777489
341,0.00812041,0.00776208
342,0.00815181,0.00774915
343,0.00811872,0.00773642
344,0.00811196,0.00772383
345,0.00814542,0.00771110
346,0.00803568,0.00769895
347,0.00807378,0.00768626
348,0.00804996,0.00767330
349,0.00802679,0.00766084
350,0.00799180,0.00764836
351,0.00799784,0.00763638
352,0.00803245,0.00762428
353,0.00794804,0.00761239
354,0.00795044,0.00759940
355,0.00796105,0.00758870
356,0.00796681,0.00757557
357,0.00797223,0.00756332
358,0.00792907,0.00755165
359,0.00792178,0.00753960
360,0.00792736,0.00752807
361,0.00786374,0.00751613
362,0.00791594,0.00750489
363,0.00791657,0.00749331
364,0.00787816,0.00748169
365,0.00780931,0.00746946
366,0.00779932,0.00745792
367,0.00782999,0.00744662
368,0.00779895,0.00743537
369,0.00775936,0.00742322
370,0.00777856,0.00741214
371,0.00782798,0.00740033
372,0.00773358,0.00738925
373,0.00772232,0.00737782
374,0.00775868,0.00736676
375,0.00773988,0.00735586
376,0.00774125,0.00734457
377,0.00767675,0.00733319
378,0.00770010,0.00732274
379,0.00774631,0.00731267
380,0.00766152,0.00730075
381,0.00768129,0.00728989
382,0.00766615,0.00727898
383,0.00768836,0.00726879
384,0.00763421,0.00725775
385,0.00759253,0.00724716
386,0.00759667,0.00723563
387,0.00761735,0.00722525
388,0.00761179,0.00721482
389,0.00756193,0.00720383
390,0.00759385,0.00719379
391,0.00752533,0.00718337
392,0.00752881,0.00717273
393,0.00753116,0.00716267
394,0.00752012,0.00715239
395,0.00751653,0.00714190
396,0.00753320,0.00713202
397,0.00752281,0.00712174
398,0.00749240,0.00711184
399,0.00746702,0.00710198
400,0.00746891,0.00709146
401,0.00743224,0.00708149
402,0.00742523,0.00707132
403,0.00743434,0.00706174
404,0.00739725,0.00705154
405,0.00743348,0.00704215
406,0.00739708,0.00703198
407,0.00739425,0.00702191
408,0.00737419,0.00701230
409,0.00740712,0.00700261
410,0.00735665,0.00699303
411,0.00733675,0.00698356
412,0.00734450,0.00697354
413,0.00733089,0.00696388
414,0.00732059,0.00695423
415,0.00729667,0.00694484
416,0.00730254,0.00693536
417,0.00728210,0.00692572
418,0.00727302,0.00691699
419,0.00726214,0.00690751
420,0.00726228,0.00689831
421,0.00723579,0.00688923
422,0.00722335,0.00688062
423,0.00725046,0.00687052
424,0.00722826,0.00686166
425,0.00720775,0.00685256
426,0.00723179,0.00684364
427,0.00720486,0.00683468
428,0.00719168,0.00682618
429,0.00721205,0.00681694
430,0.00720653,0.00680816
431,0.00718532,0.00679857
432,0.00717031,0.00678977
433,0.00715099,0.00678154
434,0.00717567,0.00677235
435,0.00714398,0.00676388
436,0.00713598,0.00675482
437,0.00713642,0.00674633
438,0.00711546,0.00673796
439,0.00712731,0.00672950
440,0.00706956,0.00672079
441,0.00706372,0.00671264
442,0.00706790,0.00670353
443,0.00706524,0.00669507
444,0.00705017,0.00668638
445,0.00703162,0.00667790
446,0.00706536,0.00666985
447,0.00700592,0.00666166
448,0.00702410,0.00665318
449,0.00701045,0.00664499
450,0.00698841,0.00663646
451,0.00698180,0.00662812
452,0.00701377,0.00662037
453,0.00696159,0.00661182
454,0.00697904,0.00660484
455,0.00694502,0.00659569
456,0.00696584,0.00658729
457,0.00693428,0.00657935
458,0.00691963,0.00657122
459,0.00692281,0.00656326
460,0.00693384,0.00655533
461,0.00692246,0.00654733
462,0.00690564,0.00653926
463,0.00687325,0.00653145
464,0.00689005,0.00652348
465,0.00691815,0.00651572
466,0.00691114,0.00650776
467,0.00686414,0.00650046
468,0.00687299,0.00649221
469,0.00685185,0.00648459
470,0.00685687,0.00647705
471,0.00684659,0.00646943
472,0.00684792,0.00646217
473,0.00681434,0.00645419
474,0.00682400,0.00644672
475,0.00681914,0.00643942
476,0.00679506,0.00643130
477,0.00678938,0.00642363
478,0.00678025,0.00641573
479,0.00676412,0.00640850
480,0.00675675,0.00640074
481,0.00675746,0.00639343
482,0.00677831,0.00638614
483,0.00673617,0.00637875
484,0.00673164,0.00637158
485,0.00670064,0.00636412
486,0.00669720,0.00635670
487,0.00669658,0.00634956
488,0.00668045,0.00634247
489,0.00673467,0.00633479
490,0.00669389,0.00632737
491,0.00666059,0.00632037
492,0.00665675,0.00631292
493,0.00665923,0.00630594
494,0.00668229,0.00629891
495,0.00665669,0.00629146
496,0.00665084,0.00628511
497,0.00663169,0.00627799
498,0.00662552,0.00627054
499,0.00662473,0.00626366
500,0.00662363,0.00625666
501,0.00665750,0.00624992
502,0.00660959,0.00624289
503,0.00657574,0.00623579
504,0.00660883,0.00623010
505,0.00659000,0.00622179
506,0.00656381,0.00621504
507,0.00667051,0.00621053
508,0.00656209,0.00620198
509,0.00655053,0.00619554
510,0.00655454,0.00618865
511,0.00655919,0.00618181
512,0.00651390,0.00617519
513,0.00651815,0.00616879
514,0.00653252,0.00616123
515,0.00652770,0.00615619
516,0.00651166,0.00614837
517,0.00651003,0.00614175
518,0.00649991,0.00613524
519,0.00649043,0.00612883
520,0.00647208,0.00612259
521,0.00645577,0.00611537
522,0.00645275,0.00610862
523,0.00646036,0.00610225
524,0.00647742,0.00609579
525,0.00643788,0.00608950
526,0.00644897,0.00608249
527,0.00642731,0.00607639
528,0.00641873,0.00607016
529,0.00641894,0.00606323
530,0.00641913,0.00605662
531,0.00645327,0.00605045
532,0.00644288,0.00604391
533,0.00639859,0.00603766
534,0.00640405,0.00603120
535,0.00637570,0.00602502
536,0.00640306,0.00601871
537,0.00641984,0.00601270
538,0.00638979,0.00600633
539,0.00638041,0.00600012
540,0.00633132,0.00599404
541,0.00636253,0.00598795
542,0.00633791,0.00598224
543,0.00634470,0.00597584
544,0.00635251,0.00596967
545,0.00634914,0.00596362
546,0.00632952,0.00595761
547,0.00631911,0.00595201
548,0.00629498,0.00594544
549,0.00629155,0.00593909
550,0.00628146,0.00593285
551,0.00629554,0.00592703
552,0.00628776,0.00592139
553,0.00628590,0.00591566
554,0.00628985,0.00590929
555,0.00625237,0.00590400
556,0.00622816,0.00589765
557,0.00624541,0.00589179
558,0.00625687,0.00588554
559,0.00620392,0.00587978
560,0.00625161,0.00587387
561,0.00627210,0.00586840
562,0.00624880,0.00586234
563,0.00619892,0.00585686
564,0.00621764,0.00585026
565,0.00619648,0.00584453
566,0.00619394,0.00583883
567,0.00624138,0.00583308
568,0.00618533,0.00582732
569,0.00620762,0.00582167
570,0.00620043,0.00581614
571,0.00616994,0.00581035
572,0.00615364,0.00580494
573,0.00620189,0.00579887
574,0.00614959,0.00579300
575,0.00616661,0.00578730
576,0.00615931,0.00578163
577,0.00616132,0.00577613
578,0.00611614,0.00577035
579,0.00612390,0.00576448
580,0.00612692,0.00575957
581,0.00613692,0.00575386
582,0.00607467,0.00574848
583,0.00609447,0.00574305
584,0.00610751,0.00573713
585,0.00608605,0.00573158
586,0.00613876,0.00572632
587,0.00606546,0.00572094
588,0.00608954,0.00571567
589,0.00607172,0.00570975
590,0.00609103,0.00570454
591,0.00605164,0.00569934
592,0.00603314,0.00569450
593,0.00605120,0.00568844
594,0.00603093,0.00568324
595,0.00603157,0.00567786
596,0.00602367,0.00567274
597,0.00607782,0.00566744
598,0.00601784,0.00566189
599,0.00600397,0.00565651
600,0.00602103,0.00565105
601,0.00601502,0.00564553
602,0.00598486,0.00564032
603,0.00598681,0.00563500
604,0.00598020,0.00563044
605,0.00598338,0.00562471
606,0.00597999,0.00561933
607,0.00595057,0.00561431
608,0.00595247,0.00560897
609,0.00596587,0.00560400
610,0.00593018,0.00559888
611,0.00596109,0.00559369
612,0.00596262,0.00558861
613,0.00595653,0.00558353
614,0.00595682,0.00557794
615,0.00596665,0.00557302
616,0.00591548,0.00556791
617,0.00594680,0.00556363
618,0.00590720,0.00555811
619,0.00588306,0.00555296
620,0.00593117,0.00554762
621,0.00592212,0.00554274
622,0.00589151,0.00553797
623,0.00588743,0.00553314
624,0.00590916,0.00552754
625,0.00589378,0.00552239
626,0.00586244,0.00551808
627,0.00585486,0.00551288
628,0.00585805,0.00550751
629,0.00585446,0.00550241
630,0.00582564,0.00549752
631,0.00588396,0.00549271
632,0.00582359,0.00548770
633,0.00583229,0.00548291
634,0.00584779,0.00547767
635,0.00583481,0.00547319
636,0.00581139,0.00546799
637,0.00582940,0.00546312
638,0.00585323,0.00545799
639,0.00583437,0.00545297
640,0.00581274,0.00544861
641,0.00583307,0.00544390
642,0.00582517,0.00543928
643,0.00579405,0.00543434
644,0.00581413,0.00542945
645,0.00580061,0.00542459
646,0.00575601,0.00541989
647,0.00577354,0.00541558
648,0.00575253,0.00541035
649,0.00576048,0.00540563
650,0.00577827,0.00540110
